time,1.4617979526519775,1.519921064376831,1.5581178665161133,1.5999910831451416,1.6399059295654297,1.700057029724121,1.9035279750823975,1.939974069595337,1.9999339580535889,2.04013991355896,2.0614259243011475,2.100058078765869,2.143347978591919,2.1601719856262207,2.2199630737304688,2.2409019470214844,2.2799909114837646,2.3199119567871094,2.3418309688568115,2.380795955657959,2.4200809001922607,2.460115909576416,2.4999840259552,2.5418319702148438,2.5799338817596436,2.640423059463501,2.680208921432495,2.7200748920440674,2.760215997695923,2.800055980682373,2.8422350883483887,2.880013942718506,2.919952869415283,2.943049907684326,2.980159044265747,3.0199010372161865,3.0600569248199463,3.081450939178467,3.1199560165405273,3.1602768898010254,3.200110912322998,3.240061044692993,3.2599339485168457,3.2999050617218018,3.339977979660034,3.379940986633301,3.419843912124634,3.4398419857025146,3.4844560623168945,3.51995587348938,3.560049057006836,3.5811610221862793,3.620151996612549,3.660017967224121,3.706357002258301,3.7205140590667725,3.760148048400879,3.800661087036133,3.820050001144409,3.860161066055298,3.921694040298462,3.9412319660186768,3.98180890083313,4.020761966705322,4.060445070266724,4.1002280712127686,4.123914003372192,4.160027027130127,4.181405067443848,4.220073938369751,4.260374069213867,4.30007791519165,4.340070962905884,4.380997896194458,4.4399330615997314,4.480098009109497,4.499966859817505,4.540073871612549,4.562975883483887,4.599919080734253,4.66035008430481,4.680070877075195,4.72191596031189,4.7600998878479,4.799915075302124,4.83992600440979,4.859945058822632,4.901854038238525,4.93994402885437,4.961756944656372,5.021111965179443,5.059943914413452,5.099925994873047,5.1399009227752686,5.180003881454468,5.1998560428619385,5.239925861358643,5.2603840827941895,5.323446989059448,5.3603599071502686,5.379944086074829,5.420032978057861,5.461519956588745,5.500001907348633,5.5399370193481445,5.560204982757568,5.620048999786377,5.6614038944244385,5.699972867965698,5.740020990371704,5.7799460887908936,5.820021867752075,5.8600099086761475,5.900151968002319,5.939900875091553,5.979959011077881,6.002116918563843,6.040131092071533,6.081341981887817,6.119922876358032,6.159862041473389,6.200690984725952,6.240375995635986,6.280521869659424,6.300148010253906,6.341423034667969,6.379957914352417,6.419957876205444,6.46144700050354,6.500132083892822,6.5400049686431885,6.57991886138916,6.619916915893555,6.660253047943115,6.679934978485107,6.741275072097778,6.760174989700317,6.799875020980835,6.8414459228515625,6.899941921234131,6.919908046722412,6.960071086883545,6.980062007904053,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458,7.01993989944458
image_u,-81,-81,-81,-81,-81,-81,-88,-88,-89,-89,-89,-89,-88,-88,-87,-87,-87,-86,-86,-86,-86,-86,-85,-85,-85,-85,-85,-85,-85,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85
image_v,-165,-165,-165,-165,-165,-165,63,63,68,63,58,55,43,28,15,2,-9,-17,-22,-25,-26,-26,-26,-27,-26,-26,-26,-25,-23,-22,-20,-19,-18,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-1,0,1,2,3,5,6,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,6,4,2,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-4,-4,-4,-5,-5,-6,-6,-6,-7,-7,-7,-8,-9,-9,-9,-10,-10,-10,-11,-12,-12,-12,-13,-13,-12,-11,-9,-8,-7,-6,-5,-5,-4,-3,-1,13,16,16,17,16,16
