time,1.440058946609497,1.5017919540405273,1.543332815170288,1.6001780033111572,1.6220359802246094,1.660308837890625,1.7002179622650146,1.7405459880828857,1.7832880020141602,1.8201580047607422,1.860447883605957,1.901350975036621,1.9202079772949219,1.9800708293914795,2.020089864730835,2.042310953140259,2.0800700187683105,2.1201579570770264,2.142324924468994,2.180088996887207,2.2200918197631836,2.2601969242095947,2.3008010387420654,2.3201189041137695,2.360201835632324,2.403630018234253,2.4407408237457275,2.4801130294799805,2.5003209114074707,2.540036916732788,2.5801868438720703,2.6201629638671875,2.660243034362793,2.700206995010376,2.740123987197876,2.760370969772339,2.8200669288635254,2.8402340412139893,2.880194902420044,2.9202158451080322,2.9601240158081055,3.0001089572906494,3.0422120094299316,3.0602400302886963,3.1201608180999756,3.140453815460205,3.181257963180542,3.2201738357543945,3.240036964416504,3.2811248302459717,3.320183038711548,3.3603978157043457,3.3879358768463135,3.4203708171844482,3.4601550102233887,3.5003678798675537,3.5402119159698486,3.56005597114563,3.6005828380584717,3.6404519081115723,3.6804468631744385,3.7204248905181885,3.7403008937835693,3.8001010417938232,3.8230488300323486,3.8601198196411133,3.900174856185913,3.9403858184814453,3.961561918258667,4.00006103515625,4.040513038635254,4.080144882202148,4.120692014694214,4.140499830245972,4.200094938278198,4.220736980438232,4.260164022445679,4.300426959991455,4.340198040008545,4.363337993621826,4.400200843811035,4.440155982971191,4.5001139640808105,4.540151834487915,4.580180883407593,4.600059986114502,4.640599012374878,4.680188894271851,4.700166940689087,4.740121841430664,4.78018593788147,4.825007915496826,4.840348958969116,4.880184888839722,4.920667886734009,4.960175037384033,5.000144004821777,5.022457838058472,5.06189489364624,5.100136995315552,5.140499830245972,5.18009090423584,5.224373817443848,5.260427951812744,5.300207853317261,5.320644855499268,5.380450010299683,5.420126914978027,5.4629528522491455,5.5001068115234375,5.520169019699097,5.563387870788574,5.600509881973267,5.6401519775390625,5.680109024047852,5.720213890075684,5.76012396812439,5.8005969524383545,5.840307950973511,5.88073992729187,5.922338962554932,5.960760831832886,6.000914812088013,6.040144920349121,6.08008885383606,6.140233993530273,6.180078983306885,6.220089912414551,6.260526895523071,6.320204973220825,6.360127925872803,6.38018798828125,6.440054893493652,6.481894016265869,6.520310878753662,6.560698986053467,6.600090026855469,6.640106916427612,6.680104970932007,6.720367908477783,6.760113000869751,6.780179023742676,6.8201658725738525,6.860116004943848,6.900347948074341,6.945075035095215,6.980778932571411,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062,7.00055193901062
image_u,-92,-92,-92,-92,-92,-92,-92,-92,-92,-93,-94,-95,-95,-95,-96,-96,-96,-96,-96,-96,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-94,-94,-95,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-93,-93,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-94,-93,-93,-93,-93,-93,-93
image_v,-84,-84,-84,-83,-84,-83,-80,-70,-56,-42,-13,0,11,19,23,24,23,20,18,16,14,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,9,9,9,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,3,3,3,2,2,1,1,0,0,0,-1,-1,-2,-2,-2,-3,-4,-4,-5,-5,-5,-6,-6,-7,-7,-8,-9,-9,-10,-10,-10,-11,-11,-12,-12,-13,-14,-14,-15,-15,-16,-16,-17,-17,-17,-17,-16,-15,-13,-12,-12,-12,-12,-12,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,4,5,8,8,8,8,7,6,5
