time,1.480159044265747,1.5259208679199219,1.5837268829345703,1.6200499534606934,1.6621859073638916,1.7016780376434326,1.7401299476623535,1.7600479125976562,1.821155071258545,1.839979887008667,1.8800249099731445,1.9030430316925049,1.9402239322662354,1.980525016784668,2.020034074783325,2.061624050140381,2.1006529331207275,2.1409389972686768,2.1601178646087646,2.1801788806915283,2.2403299808502197,2.280500888824463,2.30261492729187,2.3400440216064453,2.3602850437164307,2.4000840187072754,2.440092086791992,2.4801878929138184,2.5202300548553467,2.540191888809204,2.580246925354004,2.620133876800537,2.661033868789673,2.7019870281219482,2.7400259971618652,2.760110855102539,2.8000450134277344,2.8399949073791504,2.880033016204834,2.920362949371338,2.960218906402588,3.000480890274048,3.0201239585876465,3.0600600242614746,3.0999598503112793,3.1400258541107178,3.160688877105713,3.200900077819824,3.2400519847869873,3.2800328731536865,3.3200409412384033,3.3413279056549072,3.380038022994995,3.4200968742370605,3.4600789546966553,3.480020046234131,3.5201499462127686,3.5600879192352295,3.600458860397339,3.640428066253662,3.679975986480713,3.7200958728790283,3.760627031326294,3.780940055847168,3.8200478553771973,3.860244035720825,3.9001100063323975,3.960270881652832,3.9800338745117188,4.0202720165252686,4.0436930656433105,4.084012985229492,4.120102882385254,4.140055894851685,4.180222034454346,4.220115900039673,4.260196924209595,4.300045013427734,4.340187072753906,4.380070924758911,4.400094985961914,4.460023880004883,4.480130910873413,4.519995927810669,4.560296058654785,4.600055932998657,4.641304969787598,4.682888031005859,4.7203309535980225,4.760133981704712,4.800171852111816,4.82108998298645,4.860120058059692,4.90018105506897,4.96010684967041,4.983573913574219,5.020015001296997,5.040718078613281,5.0817930698394775,5.120145082473755,5.141013860702515,5.200023889541626,5.240195035934448,5.280147075653076,5.320061922073364,5.360033988952637,5.400064945220947,5.440011978149414,5.480284929275513,5.500089883804321,5.562808990478516,5.586819887161255,5.619984865188599,5.680086851119995,5.7001049518585205,5.740187883377075,5.780207872390747,5.820487022399902,5.860666990280151,5.900460958480835,5.940583944320679,5.960162878036499,6.00054407119751,6.040129899978638,6.080981016159058,6.120030879974365,6.160008907318115,6.2000439167022705,6.240095853805542,6.264035940170288,6.300060033798218,6.340127944946289,6.3801350593566895,6.420068979263306,6.460762977600098,6.500171899795532,6.52012300491333,6.561513900756836,6.60000205039978,6.64042592048645,6.680203914642334,6.700176954269409,6.739997863769531,6.781065940856934,6.840375900268555,6.861584901809692,6.900553941726685,6.920364856719971,6.960955858230591,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215,7.0000739097595215
image_u,-92,-92,-92,-92,-92,-92,-92,-92,-93,-93,-94,-94,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-93,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93
image_v,-84,-84,-84,-84,-84,-84,-70,-55,-39,-24,-8,4,11,15,16,16,16,15,13,12,11,11,10,10,9,8,8,7,7,6,6,5,5,4,3,3,2,1,1,0,0,-1,-2,-2,-3,-4,-5,-6,-7,-8,-8,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-8,-7,-6,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
