time,1.4402930736541748,1.500049114227295,1.541032075881958,1.6018261909484863,1.660325050354004,1.6809401512145996,1.7208480834960938,1.7600882053375244,1.800091028213501,1.8601701259613037,1.8812060356140137,1.9205570220947266,1.9603052139282227,1.9801321029663086,2.020799160003662,2.0601260662078857,2.082435131072998,2.120345115661621,2.18182110786438,2.2201759815216064,2.2404019832611084,2.280900001525879,2.3004770278930664,2.340039014816284,2.381688117980957,2.420145034790039,2.4600131511688232,2.500128984451294,2.5601181983947754,2.6004421710968018,2.6400961875915527,2.6819090843200684,2.7269041538238525,2.7802610397338867,2.8200809955596924,2.8600552082061768,2.9003190994262695,2.9200661182403564,2.9600651264190674,3.0001771450042725,3.040349006652832,3.0801219940185547,3.100159168243408,3.1403820514678955,3.1804800033569336,3.221571207046509,3.240598201751709,3.2801201343536377,3.3201169967651367,3.360112190246582,3.400177001953125,3.4236631393432617,3.4626870155334473,3.5203771591186523,3.5601370334625244,3.6001741886138916,3.6400911808013916,3.6801061630249023,3.720661163330078,3.780078172683716,3.8000831604003906,3.8214399814605713,3.860175132751465,3.9003801345825195,3.9401261806488037,3.962217092514038,4.000115156173706,4.040079116821289,4.060181140899658,4.100062131881714,4.140436172485352,4.1803741455078125,4.2200400829315186,4.2400901317596436,4.3001790046691895,4.320171117782593,4.360490083694458,4.400132179260254,4.4401161670684814,4.480115175247192,4.5001490116119385,4.542209148406982,4.580527067184448,4.620626211166382,4.660481214523315,4.7001659870147705,4.7400500774383545,4.780834197998047,4.820094108581543,4.861407995223999,4.902781009674072,4.940010070800781,5.000814199447632,5.0401082038879395,5.060442209243774,5.100049018859863,5.140033006668091,5.180155992507935,5.222097158432007,5.262991189956665,5.300137042999268,5.34442400932312,5.380185127258301,5.420337200164795,5.460168123245239,5.500458002090454,5.52012300491333,5.560705184936523,5.60032320022583,5.660070180892944,5.700060129165649,5.740185022354126,5.780112028121948,5.820267200469971,5.860589027404785,5.880528211593628,5.920492172241211,5.960299015045166,6.003351211547852,6.041243076324463,6.080054998397827,6.10011100769043,6.143254995346069,6.18005108833313,6.220409154891968,6.260118007659912,6.300574064254761,6.344796180725098,6.360115051269531,6.401547193527222,6.440073013305664,6.480192184448242,6.50009298324585,6.540122985839844,6.5601441860198975,6.620204210281372,6.640499114990234,6.681488037109375,6.700159072875977,6.74082612991333,6.781455039978027,6.820142984390259,6.840208053588867,6.881572008132935,6.921094179153442,6.960381031036377,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875,7.00018310546875
image_u,-96,-96,-96,-96,-96,-96,-96,-96,-97,-98,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,-99,-99,-100,-100,-100,-100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
image_v,-84,-84,-84,-84,-84,-84,-68,-53,-38,-23,6,15,22,26,27,27,25,23,22,20,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,15,15,15,14,13,12,11,10,9,9,7,7,6,5,5,4,3,2,2,0,-1,-2,-2,-3,-5,-6,-7,-8,-9,-10,-10,-11,-12,-13,-14,-15,-16,-17,-18,-18,-18,-18,-18,-17,-16,-15,-14,-13,-13,-13,-14,-14,-14,-14,-14,-12,-11,-10,-9,-8,-8,-8,-8,-8,-9,-9,-9,-9,-8,-8,-7,-7,-6,-6,-6,-6,-7,-7,-7,-7,-6,-6,-5,-5,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
