time,1.4395720958709717,1.4995591640472412,1.55995512008667,1.6034531593322754,1.6399600505828857,1.6795430183410645,1.7202999591827393,1.7597219944000244,1.799617052078247,1.819655179977417,1.8595759868621826,1.8995180130004883,1.9395780563354492,1.9795811176300049,1.999575138092041,2.0395731925964355,2.079580068588257,2.120237112045288,2.1406149864196777,2.1995961666107178,2.219583034515381,2.2597200870513916,2.2796010971069336,2.3399059772491455,2.379772186279297,2.399754047393799,2.439656972885132,2.481086015701294,2.519564151763916,2.5596160888671875,2.5795719623565674,2.6196930408477783,2.6395599842071533,2.679711103439331,2.7196381092071533,2.7594871520996094,2.779576063156128,2.819730043411255,2.860085964202881,2.879542112350464,2.9195899963378906,2.9595019817352295,2.9798409938812256,3.039889097213745,3.0630359649658203,3.0995171070098877,3.1397581100463867,3.1795380115509033,3.1996030807495117,3.2423620223999023,3.2796831130981445,3.31990909576416,3.339562177658081,3.4013240337371826,3.4397189617156982,3.479588031768799,3.5195541381835938,3.560142993927002,3.599534034729004,3.639531135559082,3.6806271076202393,3.719619035720825,3.7599451541900635,3.7995481491088867,3.8395919799804688,3.859771966934204,3.8995790481567383,3.941028118133545,3.979530096054077,4.019662141799927,4.0596840381622314,4.100178003311157,4.1401190757751465,4.181526184082031,4.219580173492432,4.259541988372803,4.299600124359131,4.34046196937561,4.38201904296875,4.419589996337891,4.459551095962524,4.479777097702026,4.519574165344238,4.559574127197266,4.599545955657959,4.619603157043457,4.659592151641846,4.699763059616089,4.739681959152222,4.780883073806763,4.799616098403931,4.859591960906982,4.8796000480651855,4.919561147689819,4.9595701694488525,4.999582052230835,5.019669055938721,5.059880018234253,5.100072145462036,5.1198601722717285,5.159999132156372,5.199594020843506,5.219753980636597,5.259566068649292,5.299649000167847,5.319605112075806,5.359575033187866,5.3999011516571045,5.439579963684082,5.479663133621216,5.499588966369629,5.539966106414795,5.579624176025391,5.620053052902222,5.6600940227508545,5.69961404800415,5.739619970321655,5.7596211433410645,5.779632091522217,5.819565057754517,5.8611719608306885,5.899814128875732,5.939685106277466,5.979509115219116,5.999737977981567,6.039792060852051,6.05974817276001,6.099852085113525,6.139841079711914,6.179975986480713,6.199596166610718,6.239606142044067,6.2809460163116455,6.32074499130249,6.360649108886719,6.399526119232178,6.419857978820801,6.463469982147217,6.499809980392456,6.539656162261963,6.559834003448486,6.599730968475342,6.640192985534668,6.679605007171631,6.699615001678467,6.7395241260528564,6.7797300815582275,6.799756050109863,6.839545965194702,6.879639148712158,6.9200310707092285,6.96075701713562,6.979600191116333,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032,7.019581079483032
image_u,-89,-89,-89,-89,-89,-89,-89,-89,-90,-92,-92,-93,-94,-94,-94,-94,-94,-94,-94,-94,-93,-93,-93,-93,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-92,-91,-91,-91,-91,-92,-91,-91,-91,-91,-91,-92,-92,-92,-92,-92,-91,-92,-92,-92,-91,-92,-92,-92,-91,-92,-92,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91
image_v,-85,-85,-85,-85,-85,-84,-75,-58,-40,-2,18,36,52,62,65,64,62,57,51,36,29,23,16,11,8,5,3,1,0,-1,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-6,-6,-6,-7,-7,-8,-8,-8,-9,-9,-10,-11,-11,-11,-12,-13,-13,-14,-14,-14,-14,-11,-10,-9,-8,-6,-5,-4,-3,-2,-1,0,1,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
