time,1.4382681846618652,1.4975321292877197,1.5374951362609863,1.581106185913086,1.637486219406128,1.6576271057128906,1.697655200958252,1.7574410438537598,1.7777462005615234,1.8179571628570557,1.8615081310272217,1.897672176361084,1.9181971549987793,1.957848072052002,2.017702102661133,2.057476043701172,2.078355073928833,2.117845058441162,2.1577720642089844,2.1797940731048584,2.237622022628784,2.2777891159057617,2.2974720001220703,2.337691068649292,2.3806281089782715,2.4184482097625732,2.4587700366973877,2.4776391983032227,2.517648220062256,2.557399034500122,2.597792148590088,2.637505054473877,2.6782350540161133,2.7175281047821045,2.7375221252441406,2.7774550914764404,2.821956157684326,2.860265016555786,2.8975272178649902,2.937437057495117,2.977922201156616,2.99753999710083,3.0380940437316895,3.077752113342285,3.117788076400757,3.157642126083374,3.1776201725006104,3.238152027130127,3.258632183074951,3.2974791526794434,3.3375160694122314,3.37825608253479,3.4191009998321533,3.4598710536956787,3.477659225463867,3.5196661949157715,3.5573880672454834,3.5974981784820557,3.617868185043335,3.6774911880493164,3.7189531326293945,3.7375190258026123,3.777794122695923,3.8174941539764404,3.8574740886688232,3.89867901802063,3.937808036804199,3.9776761531829834,4.017508029937744,4.057936191558838,4.097835063934326,4.117480039596558,4.1582372188568115,4.177882194519043,4.218321084976196,4.237652063369751,4.281161069869995,4.317592144012451,4.357503175735474,4.37748122215271,4.418101072311401,4.458343029022217,4.49750018119812,4.53784704208374,4.577771186828613,4.617654085159302,4.637920141220093,4.677520036697388,4.718351125717163,4.757665157318115,4.777756214141846,4.837515115737915,4.858189105987549,4.89804220199585,4.937463045120239,4.977456092834473,5.017808198928833,5.060605049133301,5.077717065811157,5.117485046386719,5.159592151641846,5.177502155303955,5.217486143112183,5.257627010345459,5.297467231750488,5.342621088027954,5.377432107925415,5.4176411628723145,5.457742214202881,5.479414224624634,5.5175461769104,5.55779504776001,5.600890159606934,5.637531042098999,5.657505035400391,5.700350999832153,5.737924098968506,5.7774481773376465,5.797743082046509,5.839986085891724,5.857764005661011,5.917994022369385,5.937496185302734,5.97745418548584,6.017458200454712,6.057521104812622,6.097620010375977,6.11784815788269,6.157637119293213,6.197631120681763,6.239866018295288,6.277464151382446,6.320775032043457,6.357477188110352,6.377803087234497,6.417603015899658,6.457472085952759,6.4974470138549805,6.5177271366119385,6.55814003944397,6.5987632274627686,6.637477159500122,6.65746808052063,6.69771409034729,6.740608215332031,6.7779600620269775,6.797851085662842,6.857914209365845,6.878002166748047,6.920164108276367,6.957498073577881,6.998018026351929,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382,7.018087148666382
image_u,-92,-92,-92,-92,-92,-92,-92,-92,-93,-94,-94,-95,-95,-96,-96,-96,-96,-96,-96,-96,-96,-96,-96,-95,-95,-96,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-94,-94,-95,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-95,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94
image_v,-83,-83,-83,-83,-83,-82,-78,-66,-37,-22,-8,5,15,18,18,18,17,16,15,14,14,13,12,12,11,11,10,9,9,8,8,7,6,6,5,4,4,3,2,2,1,1,0,-1,-1,-2,-4,-4,-5,-6,-7,-8,-8,-9,-10,-11,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-8,-7,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,0,1,2,3,3,3,2,2,2,2,2,2,2,2,2
