time,1.43949294090271,1.5001211166381836,1.5610129833221436,1.5997340679168701,1.65966796875,1.6795871257781982,1.7196059226989746,1.7995550632476807,1.839967966079712,1.8795530796051025,1.9227230548858643,1.979659080505371,2.0000879764556885,2.0597009658813477,2.0795600414276123,2.1196401119232178,2.1596310138702393,2.179608106613159,2.222799062728882,2.259714126586914,2.300100088119507,2.3195700645446777,2.35958194732666,2.3999319076538086,2.4420969486236572,2.479599952697754,2.4995670318603516,2.539797067642212,2.579594135284424,2.599661111831665,2.6419129371643066,2.6799230575561523,2.722172975540161,2.759553909301758,2.799636125564575,2.842423915863037,2.859743118286133,2.9195899963378906,2.959568977355957,3.0025720596313477,3.019589900970459,3.059636116027832,3.0995919704437256,3.1407721042633057,3.1828579902648926,3.19956111907959,3.241166114807129,3.284914970397949,3.299574136734009,3.339738130569458,3.3798439502716064,3.4195570945739746,3.45953106880188,3.4795620441436768,3.5195131301879883,3.559596061706543,3.5995750427246094,3.640259027481079,3.6600539684295654,3.6995749473571777,3.742125988006592,3.782841920852661,3.819744110107422,3.839603900909424,3.8795270919799805,3.919740915298462,3.9595251083374023,3.999830961227417,4.022363901138306,4.060121059417725,4.099492073059082,4.139620065689087,4.16004204750061,4.1997129917144775,4.2396399974823,4.279671907424927,4.322713136672974,4.359802961349487,4.3995521068573,4.422806024551392,4.440433979034424,4.499485015869141,4.520179986953735,4.561105012893677,4.5795440673828125,4.619739055633545,4.65958309173584,4.699569940567017,4.739598035812378,4.7795469760894775,4.799933910369873,4.839812994003296,4.879605054855347,4.919604063034058,4.961889982223511,4.999747037887573,5.0401530265808105,5.079942941665649,5.099781036376953,5.139724969863892,5.199502944946289,5.239563941955566,5.259669065475464,5.299686908721924,5.339631080627441,5.380033016204834,5.399662017822266,5.439575910568237,5.479773044586182,5.519577980041504,5.542419910430908,5.579689979553223,5.619789123535156,5.663639068603516,5.679589033126831,5.7395241260528564,5.760869026184082,5.7995240688323975,5.8395891189575195,5.8795530796051025,5.9033379554748535,5.919641971588135,5.960006952285767,6.001332998275757,6.019596099853516,6.059667110443115,6.099529981613159,6.140496015548706,6.159573078155518,6.199566125869751,6.239526987075806,6.279797077178955,6.29974102973938,6.339637994766235,6.379795074462891,6.400892019271851,6.441015958786011,6.479541063308716,6.519552946090698,6.5595879554748535,6.579528093338013,6.619599103927612,6.659696102142334,6.699934005737305,6.719671964645386,6.760621070861816,6.802776098251343,6.819705009460449,6.8803019523620605,6.919831037521362,6.959569931030273,6.97960901260376,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909,7.019634962081909
image_u,-92,-92,-92,-92,-92,-92,-91,-93,-93,-95,-95,-96,-96,-96,-96,-95,-95,-94,-94,-94,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-93,-93,-93,-93,-94,-94,-94,-94,-94
image_v,-84,-84,-84,-84,-84,-84,-71,-18,-18,20,35,42,43,34,23,13,3,-6,-13,-18,-21,-22,-21,-21,-21,-21,-21,-21,-21,-21,-21,-20,-18,-17,-15,-13,-11,-7,-5,-4,-3,-3,-3,-4,-4,-4,-4,-4,-3,-2,0,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2
