time,1.4196860790252686,1.4796829223632812,1.5397179126739502,1.5803630352020264,1.6201989650726318,1.6596200466156006,1.7198128700256348,1.7597410678863525,1.8199100494384766,1.8597900867462158,1.8996350765228271,1.9596970081329346,1.9796299934387207,2.019597053527832,2.059664011001587,2.0996620655059814,2.121129035949707,2.1636970043182373,2.199660062789917,2.2396469116210938,2.279594898223877,2.319719076156616,2.3399510383605957,2.3597280979156494,2.39979887008667,2.4397599697113037,2.479794979095459,2.4996390342712402,2.5398049354553223,2.5807769298553467,2.620755910873413,2.639659881591797,2.699651002883911,2.7256689071655273,2.75976300239563,2.799700975418091,2.8216960430145264,2.8596739768981934,2.8997039794921875,2.9396450519561768,2.9597439765930176,2.999752998352051,3.01991605758667,3.0601189136505127,3.1203808784484863,3.139688014984131,3.179661989212036,3.2202038764953613,3.240216016769409,3.2797210216522217,3.3196330070495605,3.359699010848999,3.3996410369873047,3.4396920204162598,3.479835033416748,3.519973039627075,3.5611419677734375,3.599893093109131,3.6200129985809326,3.6599509716033936,3.679625988006592,3.7196500301361084,3.759855031967163,3.7997350692749023,3.819611072540283,3.859760046005249,3.899653911590576,3.9396660327911377,3.9798500537872314,4.020709991455078,4.059762001037598,4.099685907363892,4.120428085327148,4.162050008773804,4.201240062713623,4.239665985107422,4.2796690464019775,4.300987958908081,4.3396830558776855,4.379702091217041,4.399744987487793,4.439702033996582,4.480094909667969,4.519654989242554,4.561943054199219,4.602530002593994,4.61962103843689,4.6596620082855225,4.6996519565582275,4.719681024551392,4.7797770500183105,4.8196868896484375,4.84004807472229,4.879724979400635,4.919692039489746,4.959888935089111,4.97967791557312,5.039661884307861,5.059922933578491,5.099646091461182,5.1407630443573,5.180028915405273,5.220582008361816,5.241206884384155,5.2796289920806885,5.319670915603638,5.359771013259888,5.379616975784302,5.419879913330078,5.459789037704468,5.50000786781311,5.539695978164673,5.559889078140259,5.6002020835876465,5.641279935836792,5.679769039154053,5.719780921936035,5.7596800327301025,5.8017120361328125,5.819726943969727,5.879685878753662,5.919851064682007,5.959665060043335,5.999712944030762,6.019716024398804,6.05966591835022,6.0996949672698975,6.119596004486084,6.159734010696411,6.199693918228149,6.242701053619385,6.279680967330933,6.300045967102051,6.339910984039307,6.382567882537842,6.41960597038269,6.439887046813965,6.480133056640625,6.519659996032715,6.559844970703125,6.59987998008728,6.61982798576355,6.662622928619385,6.699887990951538,6.740830898284912,6.780307054519653,6.824697017669678,6.8612260818481445,6.899686098098755,6.939642906188965,6.979830980300903,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535,7.0196709632873535
image_u,-77,-77,-78,-78,-78,-78,-77,-78,-79,-79,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-79,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-79,-80,-80,-79,-79,-80,-79,-80,-80,-79,-80,-80,-79,-80,-80,-80,-79
image_v,-78,-78,-78,-78,-78,-77,-69,-56,-29,-16,7,15,19,19,18,16,15,14,13,13,13,13,13,12,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,4,4,4,3,3,3,2,2,1,1,1,0,0,0,-1,-1,-2,-3,-3,-3,-4,-4,-4,-5,-5,-6,-6,-7,-7,-8,-8,-8,-9,-9,-10,-11,-11,-12,-12,-12,-13,-13,-14,-14,-15,-15,-16,-17,-17,-16,-16,-15,-14,-13,-12,-11,-10,-10,-10,-11,-11,-11,-11,-11,-11,-12,-12,-12,-12,-11,-10,-9,-8,-7,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
