time,1.4200348854064941,1.4809679985046387,1.5203919410705566,1.5800819396972656,1.6202669143676758,1.6600837707519531,1.6800639629364014,1.720059871673584,1.7603869438171387,1.8001148700714111,1.8601608276367188,1.8801448345184326,1.940107822418213,1.9855399131774902,2.0201399326324463,2.0400707721710205,2.102656841278076,2.1421058177948,2.180508852005005,2.2202157974243164,2.260370969772339,2.300121784210205,2.3400778770446777,2.3801679611206055,2.4002668857574463,2.4408998489379883,2.4802558422088623,2.520042896270752,2.5601677894592285,2.5801517963409424,2.6200339794158936,2.661728858947754,2.700063943862915,2.7400598526000977,2.7807188034057617,2.800175905227661,2.860222816467285,2.900463819503784,2.924804925918579,2.9601237773895264,3.000121831893921,3.0406908988952637,3.0600149631500244,3.120422840118408,3.1400649547576904,3.1811368465423584,3.220719814300537,3.2600109577178955,3.3000879287719727,3.3404428958892822,3.3603148460388184,3.400110960006714,3.4401168823242188,3.4801549911499023,3.520519971847534,3.5401089191436768,3.58154296875,3.620142936706543,3.65999698638916,3.7000629901885986,3.7403769493103027,3.800006866455078,3.840043783187866,3.8825559616088867,3.9220199584960938,3.960160970687866,3.9801218509674072,4.021137952804565,4.040117979049683,4.10027289390564,4.122215986251831,4.160380840301514,4.200086832046509,4.240060806274414,4.280043840408325,4.320326805114746,4.340473890304565,4.380152940750122,4.420149803161621,4.460025787353516,4.480241775512695,4.520047903060913,4.580086946487427,4.600026845932007,4.640223979949951,4.680047988891602,4.700659990310669,4.7402589321136475,4.780077934265137,4.824892997741699,4.840227842330933,4.880082845687866,4.923069953918457,4.960874795913696,5.000027894973755,5.020110845565796,5.06012487411499,5.102224826812744,5.140497922897339,5.18004298210144,5.220104932785034,5.2601258754730225,5.280337810516357,5.320089817047119,5.360423803329468,5.401638984680176,5.440050840377808,5.460078001022339,5.501905918121338,5.540089845657349,5.5800299644470215,5.600138902664185,5.640188932418823,5.700023889541626,5.720451831817627,5.76287579536438,5.8000569343566895,5.8401219844818115,5.880091905593872,5.9099719524383545,5.94304895401001,5.980644941329956,6.020684003829956,6.040048837661743,6.080094814300537,6.1200947761535645,6.160110950469971,6.200433969497681,6.220083951950073,6.260116815567017,6.300741910934448,6.340105772018433,6.3608558177948,6.401409864425659,6.443968772888184,6.480453968048096,6.500460863113403,6.542661905288696,6.580104827880859,6.620110988616943,6.660218954086304,6.680050849914551,6.7202558517456055,6.760066986083984,6.780433893203735,6.820059776306152,6.860156774520874,6.89999794960022,6.920032978057861,6.960099935531616,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971,7.000198841094971
image_u,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-82,-82,-82,-82,-82,-83,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-81,-82,-82,-82,-81
image_v,-76,-76,-76,-76,-77,-74,-66,-54,-40,-27,-2,7,13,16,17,16,14,13,12,11,10,10,9,9,8,7,7,6,6,5,5,4,3,3,2,2,0,0,-1,-2,-3,-3,-4,-5,-6,-7,-8,-9,-10,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-10,-8,-7,-6,-5,-5,-5,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-5,-4,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
