time,1.4801230430603027,1.5200650691986084,1.5799789428710938,1.6402630805969238,1.680130958557129,1.7199809551239014,1.7600090503692627,1.7800359725952148,1.8202581405639648,1.8665220737457275,1.900480031967163,1.9400010108947754,1.9799840450286865,2.0199780464172363,2.0400660037994385,2.0801539421081543,2.1202211380004883,2.1600170135498047,2.1800789833068848,2.2200300693511963,2.2600669860839844,2.280095100402832,2.3404700756073,2.3800160884857178,2.423591136932373,2.440139055252075,2.480041027069092,2.5200071334838867,2.539957046508789,2.5800299644470215,2.620119094848633,2.6603550910949707,2.6800220012664795,2.72005295753479,2.760254144668579,2.8000340461730957,2.841639995574951,2.8802480697631836,2.920025110244751,2.9408581256866455,2.980023145675659,3.020259141921997,3.0600531101226807,3.081718921661377,3.120687961578369,3.1600630283355713,3.2031619548797607,3.2401950359344482,3.2815139293670654,3.31998610496521,3.3600621223449707,3.3799819946289062,3.420293092727661,3.4400460720062256,3.479979991912842,3.500037908554077,3.5411550998687744,3.5800979137420654,3.6199629306793213,3.6602060794830322,3.700160026550293,3.7201321125030518,3.7600760459899902,3.8003299236297607,3.8207199573516846,3.860240936279297,3.8999810218811035,3.940002918243408,3.9600040912628174,4.000072956085205,4.0406670570373535,4.060197114944458,4.100022077560425,4.139992952346802,4.182111978530884,4.219990968704224,4.260026931762695,4.2799999713897705,4.342360019683838,4.360090017318726,4.400010108947754,4.422334909439087,4.460097074508667,4.500047922134399,4.5400779247283936,4.560240030288696,4.60012412071228,4.640257120132446,4.680318117141724,4.720363140106201,4.76016092300415,4.783348083496094,4.820198059082031,4.860115051269531,4.900037050247192,4.9201719760894775,4.961045980453491,5.0000810623168945,5.040086030960083,5.059967994689941,5.100131988525391,5.140028953552246,5.179912090301514,5.220072984695435,5.240005016326904,5.280455112457275,5.300027132034302,5.340217113494873,5.38043212890625,5.400331974029541,5.440001964569092,5.48014497756958,5.519985914230347,5.560079097747803,5.58021092414856,5.620190143585205,5.660323143005371,5.702225923538208,5.740646123886108,5.760157108306885,5.8019630908966064,5.840002059936523,5.885503053665161,5.9045069217681885,5.9399919509887695,5.960261106491089,6.000158071517944,6.040553092956543,6.060404062271118,6.100225925445557,6.140135049819946,6.16551399230957,6.2007129192352295,6.240086078643799,6.279999017715454,6.320981979370117,6.340066909790039,6.379984140396118,6.4220099449157715,6.460159063339233,6.480181932449341,6.521979093551636,6.559982061386108,6.599930047988892,6.620134115219116,6.660006999969482,6.6999640464782715,6.719974040985107,6.760703086853027,6.803318977355957,6.842237949371338,6.860538959503174,6.900731086730957,6.940124988555908,6.96000599861145,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115,7.0000340938568115
image_u,-91,-91,-91,-91,-91,-91,-91,-91,-92,-93,-94,-95,-96,-96,-96,-96,-96,-96,-96,-96,-95,-95,-94,-94,-94,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-94,-93,-94,-94,-94,-94,-93,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-94,-93,-94,-94,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93,-93
image_v,-84,-84,-84,-84,-84,-80,-67,-50,-32,-12,26,41,52,60,63,61,57,53,48,41,33,26,11,5,-2,-7,-11,-11,-12,-12,-11,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-7,-6,-5,-4,-3,-2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,-3,-7
