time,0.211273193359375,0.2524871826171875,0.31003618240356445,0.3459780216217041,0.6484830379486084,0.7866570949554443,1.082104206085205,1.1500890254974365,1.1500890254974365,1.1890170574188232,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.587433099746704,1.62101411819458,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,2.0593910217285156,2.092311143875122,2.1243631839752197,2.1906681060791016,2.224567174911499,2.466262102127075,2.49833607673645,2.5631871223449707,2.5631871223449707,2.627484083175659,2.66300106048584,2.93017315864563,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.367525100708008,3.405518054962158,3.46938419342041,3.5023059844970703,3.5023059844970703,3.572334051132202,3.903024196624756,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.342509984970093,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.8438990116119385,4.879218101501465,4.913633108139038,4.945341110229492,4.979813098907471,5.016177177429199
image_u,-200,-200,-200,-200,161,219,85,93,104,125,121,112,99,-163,-161,-163,-160,-161,-145,247,263,253,252,258,-168,-168,-176,-172,-170,-169,284,297,294,286,293,286,-245,-243,-242,-247,-244,-232,331,325,327,330,327,-170,-178,-180,-178,-171,255,271,260,269,268,253
image_v,-136,-136,-135,-135,-163,-166,-158,-158,-159,-161,-160,-160,-159,-139,-139,-139,-139,-139,-141,-171,-173,-173,-173,-173,-143,-142,-142,-142,-141,-142,-175,-174,-174,-175,-175,-175,-137,-136,-137,-135,-136,-137,-177,-178,-177,-177,-178,-143,-142,-141,-141,-142,-177,-187,-195,-194,-193,-193
time,0.211273193359375,0.2524871826171875,0.31003618240356445,0.3459780216217041,0.6484830379486084,0.7866570949554443,1.082104206085205,1.1500890254974365,1.1500890254974365,1.1890170574188232,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.587433099746704,1.62101411819458,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,2.0593910217285156,2.092311143875122,2.1243631839752197,2.1906681060791016,2.224567174911499,2.466262102127075,2.49833607673645,2.5631871223449707,2.5631871223449707,2.627484083175659,2.66300106048584,2.93017315864563,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.367525100708008,3.405518054962158,3.46938419342041,3.5023059844970703,3.5023059844970703,3.572334051132202,3.903024196624756,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.342509984970093,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.8438990116119385,4.879218101501465,4.913633108139038,4.945341110229492,4.979813098907471,5.016177177429199
predict_u,-200,-200,-200,-200,157,227,81,101,115,146,117,103,86,-162,-159,-165,-157,-162,-129,231,279,243,251,264,-164,-168,-184,-168,-168,-168,287,310,291,278,300,279,-249,-241,-241,-252,-241,-220,332,319,329,333,324,-161,-186,-182,-176,-164,247,287,249,278,267,238
predict_v,-136,-136,-134,-135,-164,-165,-158,-158,-160,-163,-159,-160,-158,-139,-139,-139,-139,-139,-143,-174,-175,-173,-173,-173,-142,-141,-142,-142,-140,-143,-177,-173,-174,-176,-175,-175,-136,-135,-138,-133,-137,-138,-178,-179,-176,-177,-179,-143,-141,-140,-141,-143,-182,-197,-203,-193,-192,-193
time,0.211273193359375,0.2524871826171875,0.31003618240356445,0.3459780216217041,0.6484830379486084,0.7866570949554443,1.082104206085205,1.1500890254974365,1.1500890254974365,1.1890170574188232,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.587433099746704,1.62101411819458,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,2.0593910217285156,2.092311143875122,2.1243631839752197,2.1906681060791016,2.224567174911499,2.466262102127075,2.49833607673645,2.5631871223449707,2.5631871223449707,2.627484083175659,2.66300106048584,2.93017315864563,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.367525100708008,3.405518054962158,3.46938419342041,3.5023059844970703,3.5023059844970703,3.572334051132202,3.903024196624756,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.342509984970093,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.8438990116119385,4.879218101501465,4.913633108139038,4.945341110229492,4.979813098907471,5.016177177429199
delta_u,0,0,0,0,4,-8,4,-8,-11,-21,4,9,13,-1,-2,2,-3,1,-16,16,-16,10,1,-6,-4,0,8,-4,-2,-1,-3,-13,3,8,-7,7,4,-2,-1,5,-3,-12,-1,6,-2,-3,3,-9,8,2,-2,-7,8,-16,11,-9,1,15
delta_v,0,0,-1,0,1,-1,0,0,1,2,-1,0,-1,0,0,0,0,0,2,3,2,0,0,0,-1,-1,0,0,-1,1,2,-1,0,1,0,0,-1,-1,1,-2,1,1,1,1,-1,0,1,0,-1,-1,0,1,5,10,8,-1,-1,0
time
pwm_pitch
time,0.211273193359375,0.2524871826171875,0.31003618240356445,0.3459780216217041,0.6484830379486084,0.816215991973877,1.082104206085205,1.1500890254974365,1.1500890254974365,1.2187681198120117,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.587433099746704,1.654541015625,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,2.0593910217285156,2.1243631839752197,2.160482168197632,2.1906681060791016,2.224567174911499,2.466262102127075,2.49833607673645,2.5631871223449707,2.5631871223449707,2.627484083175659,2.66300106048584,2.93017315864563,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.367525100708008,3.405518054962158,3.46938419342041,3.5023059844970703,3.5023059844970703,3.572334051132202,3.903024196624756,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.342509984970093,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.8438990116119385,4.879218101501465,4.913633108139038,4.979813098907471,4.979813098907471,5.016177177429199
pwm_yaw,5.589999999999999,5.421999999999999,5.221999999999999,5.0219999999999985,8.860119999999998,9.50132,8.16396,8.4152,8.641240000000002,9.037960000000002,8.913360000000003,8.906760000000002,8.856280000000003,5.938079999999999,5.829479999999999,5.61504,5.524279999999999,5.320199999999999,5.4612799999999995,9.53796,10.17168,10.113240000000001,10.43528,10.742,5.91976,5.74536,5.431439999999999,5.396559999999999,5.225999999999999,5.057999999999999,10.050920000000001,10.502680000000002,10.634960000000003,10.742,10.742,10.742,5.14116,5.005280000000001,4.763000000000001,4.5,4.5,4.5,10.46312,10.622920000000002,10.742,10.742,10.742,5.94724,5.583,5.43764,5.30996,5.242920000000001,9.68452,10.2584,10.19092,10.71164,10.742,10.742
time,0,0.023577213287353516,0.05371403694152832,0.07802510261535645,0.11198306083679199,0.14250516891479492,0.1790452003479004,0.211273193359375,0.2524871826171875,0.2812972068786621,0.31003618240356445,0.3459780216217041,0.37793612480163574,0.4142110347747803,0.4462451934814453,0.4814610481262207,0.512998104095459,0.5465052127838135,0.5798351764678955,0.6159420013427734,0.6484830379486084,0.6779060363769531,0.7147810459136963,0.7462611198425293,0.7866570949554443,0.816215991973877,0.8466219902038574,0.8820991516113281,0.9146261215209961,0.9516410827636719,0.9846401214599609,1.0148940086364746,1.0511701107025146,1.082104206085205,1.1187450885772705,1.1500890254974365,1.1890170574188232,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.3204309940338135,1.354341983795166,1.387801170349121,1.4190990924835205,1.4557361602783203,1.4861671924591064,1.5192279815673828,1.556178092956543,1.587433099746704,1.62101411819458,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,1.7922720909118652,1.8231871128082275,1.8581340312957764,1.8913772106170654,1.9217000007629395,1.9573190212249756,1.9912641048431396,2.023267984390259,2.0593910217285156,2.092311143875122,2.1243631839752197,2.160482168197632,2.1906681060791016,2.224567174911499,2.2660582065582275,2.2911181449890137,2.3330540657043457,2.3584420680999756,2.391404151916504,2.4266672134399414,2.466262102127075,2.49833607673645,2.532701015472412,2.5631871223449707,2.602234125137329,2.627484083175659,2.66300106048584,2.7036941051483154,2.731997013092041,2.7656102180480957,2.8005170822143555,2.8322370052337646,2.8620100021362305,2.8938181400299072,2.93017315864563,2.9673871994018555,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.165264129638672,3.1982781887054443,3.2352399826049805,3.2686140537261963,3.2984120845794678,3.3300042152404785,3.367525100708008,3.405518054962158,3.443061113357544,3.46938419342041,3.5023059844970703,3.542140007019043,3.572334051132202,3.6062870025634766,3.6393442153930664,3.6709611415863037,3.7095091342926025,3.736544132232666,3.771728038787842,3.8030881881713867,3.835268020629883,3.874221086502075,3.903024196624756,3.938500165939331,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.102111101150513,4.14568305015564,4.177957057952881,4.207425117492676,4.238506078720093,4.2729880809783936,4.309012174606323,4.342509984970093,4.377912998199463,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.545873165130615,4.57407808303833,4.60716700553894,4.644412994384766,4.680919170379639,4.71153712272644,4.742391109466553,4.774706125259399,4.810840129852295,4.8438990116119385,4.879218101501465,4.913633108139038,4.945341110229492,4.979813098907471
Wide_Error_u0,-640,-640,-640,-640,0,0,0,0,773.3340212852247,773.2934386299254,773.2891860840693,773.2891860840693,773.2980435966653,0,0,0,0,0,0,0,0,418.1467526298456,0,0,0,347.41825748898975,347.41825748898975,0,0,0,0,0,0,0,494.34040510383255,473.7154609765083,460.079062040684,429.08509753104437,457.8936737651216,471.83883665867245,488.83828234941103,0,0,0,0,0,0,0,0,736.4906733443038,732.3109679998304,738.8363555599898,730.8232790691081,735.9801243725142,703.7521296019536,0,0,0,0,0,0,0,0,342.6187617682275,295.21935541386927,331.1803230859194,331.1803230859194,323.5856685085175,310.0707632550709,0,0,0,0,0,0,738.4826373482232,741.2917365365515,741.318840504033,742.6688336849837,740.9420880584531,740.9420880584531,0,0,0,0,0,0,0,0,286.73187368540357,263.73187368540357,282.6088845386255,282.6088845386255,296.18174947352566,274.2766588943859,294.98775347250637,0,0,0,0,0,0,822.1639315872071,813.2619811118761,813.2619811118761,813.9860841296675,814.8365517242012,794.125166193954,794.125166193954,0,0,0,0,0,0,0,0,0,241.07553355728555,254.84310871991542,254.84310871991542,240.48886992645657,240.51487042881394,249.79056407066417,0,0,0,0,0,0,0,734.694671734045,734.694671734045,759.1598839790611,756.0777060644714,749.1966414883223,739.0576030640811,739.0576030640811,0,0,0,0,0,0,0,0,327.3242641971978,286.6245740750106,325.35273249139135,296.17925212478053
Wide_Error_u1,640,640,640,640,1280,1280,1280,1280,906.6659787147753,906.7065613700746,906.7108139159307,906.7108139159307,906.7019564033347,1280,1280,1280,1280,1280,1280,1280,1280,547.8532473701543,1280,1280,1280,478.58174251101025,478.58174251101025,1280,1280,1280,1280,1280,1280,1280,623.6595948961674,604.2845390234917,589.920937959316,558.9149024689557,588.1063262348785,602.1611633413276,619.161717650589,1280,1280,1280,1280,1280,1280,1280,1280,867.5093266556962,865.6890320001696,871.1636444400102,863.1767209308919,868.0198756274858,834.2478703980464,1280,1280,1280,1280,1280,1280,1280,1280,475.3812382317725,426.78064458613073,462.8196769140806,462.8196769140806,454.4143314914825,441.9292367449291,1280,1280,1280,1280,1280,1280,869.5173626517768,874.7082634634485,874.681159495967,873.3311663150163,875.0579119415469,875.0579119415469,1280,1280,1280,1280,1280,1280,1280,1280,419.26812631459643,396.26812631459643,415.3911154613745,415.3911154613745,427.81825052647434,405.7233411056141,427.01224652749363,1280,1280,1280,1280,1280,1280,955.8360684127929,948.7380188881239,948.7380188881239,948.0139158703325,947.1634482757988,925.874833806046,925.874833806046,1280,1280,1280,1280,1280,1280,1280,1280,1280,374.92446644271445,387.15689128008455,387.15689128008455,373.5111300735434,373.48512957118606,382.2094359293358,1280,1280,1280,1280,1280,1280,1280,867.305328265955,867.305328265955,892.8401160209389,887.9222939355286,882.8033585116777,868.9423969359189,868.9423969359189,1280,1280,1280,1280,1280,1280,1280,1280,458.6757358028022,419.3754259249894,456.64726750860865,427.82074787521947
Wide_Error_v0,-640,-640,-640,-640,-280,-280,-280,-280,429.33402128522465,429.2934386299254,427.2891860840694,427.2891860840694,428.29804359666525,-280,-280,-280,-280,-280,-280,-280,-280,459.1467526298456,-280,-280,-280,459.41825748898975,459.41825748898975,-280,-280,-280,-280,-280,-280,-280,453.34040510383255,452.7154609765083,455.079062040684,458.08509753104437,453.8936737651216,454.83883665867245,452.83828234941103,-280,-280,-280,-280,-280,-280,-280,-280,433.49067334430373,432.3109679998304,432.8363555599898,432.82327906910814,432.9801243725142,437.7521296019535,-280,-280,-280,-280,-280,-280,-280,-280,467.6187617682275,469.21935541386927,467.1803230859194,467.1803230859194,467.5856685085175,467.0707632550709,-280,-280,-280,-280,-280,-280,436.4826373482232,434.2917365365515,434.318840504033,436.6688336849837,432.9420880584532,432.9420880584532,-280,-280,-280,-280,-280,-280,-280,-280,470.73187368540357,466.73187368540357,467.6088845386255,467.6088845386255,470.18174947352566,469.2766588943859,468.98775347250637,-280,-280,-280,-280,-280,-280,429.1639315872072,427.26198111187614,427.26198111187614,430.98608412966746,430.83655172420123,432.12516619395393,432.12516619395393,-280,-280,-280,-280,-280,-280,-280,-280,-280,471.07553355728555,472.84310871991545,472.84310871991545,470.4888699264566,470.51487042881394,472.7905640706642,-280,-280,-280,-280,-280,-280,-280,436.694671734045,436.694671734045,434.1598839790611,434.07770606447144,434.19664148832226,438.0576030640812,438.0576030640812,-280,-280,-280,-280,-280,-280,-280,-280,476.3242641971978,490.6245740750106,497.35273249139135,487.17925212478053
Wide_Error_v1,640,640,640,640,1000,1000,1000,1000,562.6659787147753,562.7065613700746,560.7108139159307,560.7108139159307,561.7019564033347,1000,1000,1000,1000,1000,1000,1000,1000,588.8532473701543,1000,1000,1000,590.5817425110102,590.5817425110102,1000,1000,1000,1000,1000,1000,1000,582.6595948961674,583.2845390234917,584.920937959316,587.9149024689557,584.1063262348785,585.1611633413276,583.161717650589,1000,1000,1000,1000,1000,1000,1000,1000,564.5093266556962,565.6890320001696,565.1636444400102,565.1767209308919,565.0198756274858,568.2478703980464,1000,1000,1000,1000,1000,1000,1000,1000,600.3812382317725,600.7806445861307,598.8196769140807,598.8196769140807,598.4143314914825,598.9292367449291,1000,1000,1000,1000,1000,1000,567.5173626517768,567.7082634634485,567.681159495967,567.3311663150163,567.0579119415469,567.0579119415469,1000,1000,1000,1000,1000,1000,1000,1000,603.2681263145964,599.2681263145964,600.3911154613745,600.3911154613745,601.8182505264743,600.723341105614,601.0122465274936,1000,1000,1000,1000,1000,1000,562.8360684127929,562.7380188881239,562.7380188881239,565.0139158703325,563.1634482757988,563.874833806046,563.874833806046,1000,1000,1000,1000,1000,1000,1000,1000,1000,604.9244664427144,605.1568912800846,605.1568912800846,603.5111300735434,603.485129571186,605.2094359293358,1000,1000,1000,1000,1000,1000,1000,569.305328265955,569.305328265955,567.8401160209389,565.9222939355286,567.8033585116777,567.9423969359189,567.9423969359189,1000,1000,1000,1000,1000,1000,1000,1000,607.6757358028021,623.3754259249894,628.6472675086086,618.8207478752195
time,0,0.023577213287353516,0.05371403694152832,0.07802510261535645,0.11198306083679199,0.14250516891479492,0.1790452003479004,0.211273193359375,0.2524871826171875,0.2812972068786621,0.31003618240356445,0.3459780216217041,0.37793612480163574,0.4142110347747803,0.4462451934814453,0.4814610481262207,0.512998104095459,0.5465052127838135,0.5798351764678955,0.6159420013427734,0.6484830379486084,0.6779060363769531,0.7147810459136963,0.7462611198425293,0.7866570949554443,0.816215991973877,0.8466219902038574,0.8820991516113281,0.9146261215209961,0.9516410827636719,0.9846401214599609,1.0148940086364746,1.0511701107025146,1.082104206085205,1.1187450885772705,1.1500890254974365,1.1890170574188232,1.2187681198120117,1.2507340908050537,1.2907021045684814,1.3204309940338135,1.354341983795166,1.387801170349121,1.4190990924835205,1.4557361602783203,1.4861671924591064,1.5192279815673828,1.556178092956543,1.587433099746704,1.62101411819458,1.654541015625,1.6921231746673584,1.7296690940856934,1.756080150604248,1.7922720909118652,1.8231871128082275,1.8581340312957764,1.8913772106170654,1.9217000007629395,1.9573190212249756,1.9912641048431396,2.023267984390259,2.0593910217285156,2.092311143875122,2.1243631839752197,2.160482168197632,2.1906681060791016,2.224567174911499,2.2660582065582275,2.2911181449890137,2.3330540657043457,2.3584420680999756,2.391404151916504,2.4266672134399414,2.466262102127075,2.49833607673645,2.532701015472412,2.5631871223449707,2.602234125137329,2.627484083175659,2.66300106048584,2.7036941051483154,2.731997013092041,2.7656102180480957,2.8005170822143555,2.8322370052337646,2.8620100021362305,2.8938181400299072,2.93017315864563,2.9673871994018555,3.0005741119384766,3.031651020050049,3.0623950958251953,3.099759101867676,3.1300292015075684,3.165264129638672,3.1982781887054443,3.2352399826049805,3.2686140537261963,3.2984120845794678,3.3300042152404785,3.367525100708008,3.405518054962158,3.443061113357544,3.46938419342041,3.5023059844970703,3.542140007019043,3.572334051132202,3.6062870025634766,3.6393442153930664,3.6709611415863037,3.7095091342926025,3.736544132232666,3.771728038787842,3.8030881881713867,3.835268020629883,3.874221086502075,3.903024196624756,3.938500165939331,3.97296404838562,4.002960205078125,4.043178081512451,4.072209119796753,4.102111101150513,4.14568305015564,4.177957057952881,4.207425117492676,4.238506078720093,4.2729880809783936,4.309012174606323,4.342509984970093,4.377912998199463,4.407502174377441,4.442498207092285,4.475955009460449,4.510668992996216,4.545873165130615,4.57407808303833,4.60716700553894,4.644412994384766,4.680919170379639,4.71153712272644,4.742391109466553,4.774706125259399,4.810840129852295,4.8438990116119385,4.879218101501465,4.913633108139038,4.945341110229492,4.979813098907471
Wide_Move_u0,-640,-640,-640,-640,0,0,0,0,772.8325586223056,772.5293816918849,773.2891860840693,773.2891860840693,773.1027440352142,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,-0.1952995614511177,418.1467526298456,0,0,0,302.24124941427067,302.24124941427067,-45.17700807471908,-45.17700807471908,-45.17700807471908,-45.17700807471908,-45.17700807471908,-45.17700807471908,-45.17700807471908,494.34040510383255,426.3254566481739,389.9899981379777,296.1684535547701,457.8936737651216,471.83883665867245,488.83828234941103,0,0,0,0,0,0,0,0,734.3207426996759,714.1120671069293,738.8363555599898,712.1705518838119,735.9801243725142,607.997256952726,-95.75487264922758,-95.75487264922758,-95.75487264922758,-95.75487264922758,-95.75487264922758,-95.75487264922758,-95.75487264922758,-95.75487264922758,342.6187617682275,197.6791553021564,331.1803230859194,331.1803230859194,323.5856685085175,275.7798325719291,-34.290930683141816,-34.290930683141816,-34.290930683141816,-34.290930683141816,-34.290930683141816,-34.290930683141816,718.282217235081,736.8142397705157,741.318840504033,722.3395722896855,721.3122099706225,721.3122099706225,0,0,0,0,0,0,0,0,275.38551683577333,252.3855168357733,282.6088845386255,282.6088845386255,296.18174947352566,229.16889321927502,294.98775347250637,0,0,0,0,0,0,822.1639315872071,793.6912209941628,793.6912209941628,808.8490173978354,813.7928818436512,730.6949244880094,730.6949244880094,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,-63.43024170594458,241.07553355728555,254.84310871991542,254.84310871991542,233.07414419638468,224.03209834612377,249.79056407066417,0,0,0,0,0,0,0,676.4269919478254,676.4269919478254,759.1598839790611,756.0777060644714,732.2649299497332,712.213683504608,712.213683504608,-26.843919559473157,-26.843919559473157,-26.843919559473157,-26.843919559473157,-26.843919559473157,-26.843919559473157,-26.843919559473157,-26.843919559473157,327.3242641971978,193.01054927504558,325.35273249139135,243.97475177963173
Wide_Move_u1,640,640,640,640,1280,1280,1280,1280,906.6659787147753,906.7065613700746,906.9786537557205,906.9786537557205,906.7019564033347,1280,1280,1280,1280,1280,1280,1280,1280,571.8862707273267,1304.0330233571724,1304.0330233571724,1304.0330233571724,478.58174251101025,478.58174251101025,1280,1280,1280,1280,1280,1280,1280,649.3982758465743,604.2845390234917,589.920937959316,558.9149024689557,613.2607066012317,663.0807936498095,700.4020369088355,1361.2403192582465,1361.2403192582465,1361.2403192582465,1361.2403192582465,1361.2403192582465,1361.2403192582465,1361.2403192582465,1361.2403192582465,867.5093266556962,865.6890320001696,882.9340445398511,863.1767209308919,874.1113279890394,834.2478703980464,1280,1280,1280,1280,1280,1280,1280,1280,587.1023182826423,426.78064458613073,520.3075622129776,520.3075622129776,457.4022591229915,441.9292367449291,1280,1280,1280,1280,1280,1280,869.5173626517768,874.7082634634485,921.9904243912266,873.3311663150163,875.0579119415469,875.0579119415469,1285.7552290349295,1285.7552290349295,1285.7552290349295,1285.7552290349295,1285.7552290349295,1285.7552290349295,1285.7552290349295,1285.7552290349295,419.26812631459643,396.26812631459643,445.67784576127553,445.67784576127553,469.2659928628184,405.7233411056141,472.0529500218479,1325.0407034943541,1325.0407034943541,1325.0407034943541,1325.0407034943541,1325.0407034943541,1325.0407034943541,983.1050011653373,948.7380188881239,948.7380188881239,948.0139158703325,947.1634482757988,925.874833806046,925.874833806046,1280,1280,1280,1280,1280,1280,1280,1280,1280,377.87227924965987,416.7125386090139,416.7125386090139,373.5111300735434,373.48512957118606,392.1068484529495,1289.8974125236136,1289.8974125236136,1289.8974125236136,1289.8974125236136,1289.8974125236136,1289.8974125236136,1289.8974125236136,867.305328265955,867.305328265955,935.239727937524,905.4317245531493,882.8033585116777,868.9423969359189,868.9423969359189,1280,1280,1280,1280,1280,1280,1280,1280,505.6233251074914,419.3754259249894,519.5736917548305,427.82074787521947
Wide_Move_v0,-640,-640,-640,-640,-280,-280,-280,-280,428.84127513343947,428.94491877476827,426.05355262746764,426.05355262746764,428.21037276224445,-280.0876708344208,-280.0876708344208,-280.0876708344208,-280.0876708344208,-280.0876708344208,-280.0876708344208,-280.0876708344208,-280.0876708344208,459.1467526298456,-280,-280,-280,456.1478160106266,456.1478160106266,-283.2704414783631,-283.2704414783631,-283.2704414783631,-283.2704414783631,-283.2704414783631,-283.2704414783631,-283.2704414783631,453.34040510383255,449.73221770197586,455.079062040684,458.08509753104437,447.5401356235547,454.6325315375047,444.99152900713864,-287.8467533422724,-287.8467533422724,-287.8467533422724,-287.8467533422724,-287.8467533422724,-287.8467533422724,-287.8467533422724,-287.8467533422724,433.49067334430373,422.3466946212114,432.8363555599898,432.8088173447745,432.295236059337,437.7521296019535,-280,-280,-280,-280,-280,-280,-280,-280,467.6187617682275,469.21935541386927,467.1803230859194,467.1803230859194,467.5856685085175,462.0572223356858,-285.0135409193851,-285.0135409193851,-285.0135409193851,-285.0135409193851,-285.0135409193851,-285.0135409193851,436.4826373482232,423.0225595775743,428.4809054985799,436.6688336849837,418.75749024613464,418.75749024613464,-280,-280,-280,-280,-280,-280,-280,-280,470.73187368540357,466.73187368540357,463.61082025284804,463.61082025284804,470.18174947352566,468.0756918054667,464.0311218963696,-284.9566315761368,-284.9566315761368,-284.9566315761368,-284.9566315761368,-284.9566315761368,-284.9566315761368,421.54097926876597,419.13019472449275,419.13019472449275,430.98608412966746,430.83655172420123,432.12516619395393,432.12516619395393,-280,-280,-280,-280,-280,-280,-280,-280,-280,471.07553355728555,472.84310871991545,472.84310871991545,469.0166815879945,466.9130257827493,472.7905640706642,-280,-280,-280,-280,-280,-280,-280,434.40762999486265,434.40762999486265,423.3727335215696,434.07770606447144,427.52881940428443,438.0576030640812,438.0576030640812,-280,-280,-280,-280,-280,-280,-280,-280,476.3242641971978,490.6245740750106,497.35273249139135,481.8072536305392
Wide_Move_v1,640,640,640,640,1000,1000,1000,1000,562.6659787147753,562.7065613700746,560.7108139159307,560.7108139159307,561.7019564033347,1000,1000,1000,1000,1000,1000,1000,1000,598.7248931987067,1009.8716458285523,1009.8716458285523,1009.8716458285523,590.5817425110102,590.5817425110102,1000,1000,1000,1000,1000,1000,1000,584.9940689190421,583.2845390234917,593.5385042985928,595.5628819984429,584.1063262348785,585.1611633413276,583.161717650589,1000,1000,1000,1000,1000,1000,1000,1000,567.3502446135391,565.6890320001696,569.1465303081088,565.1767209308919,565.0198756274858,582.7402149296717,1014.4923445316252,1014.4923445316252,1014.4923445316252,1014.4923445316252,1014.4923445316252,1014.4923445316252,1014.4923445316252,1014.4923445316252,614.2041343475086,610.2511009749446,603.1006663554115,603.1006663554115,599.4991442143698,598.9292367449291,1000,1000,1000,1000,1000,1000,567.8402369558361,567.7082634634485,567.681159495967,578.6356058579389,567.0579119415469,567.0579119415469,1015.1304878802476,1015.1304878802476,1015.1304878802476,1015.1304878802476,1015.1304878802476,1015.1304878802476,1015.1304878802476,1015.1304878802476,614.3581289140385,610.3581289140385,600.3911154613745,600.3911154613745,611.3680237313672,600.723341105614,601.0122465274936,1000,1000,1000,1000,1000,1000,562.8360684127929,562.7380188881239,562.7380188881239,569.8255405736097,577.0929423614671,572.7109564701926,572.7109564701926,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,1008.8361226641466,608.5488659709983,612.71502802289,612.71502802289,603.5111300735434,603.485129571186,613.1331987863394,1007.9237628570037,1007.9237628570037,1007.9237628570037,1007.9237628570037,1007.9237628570037,1007.9237628570037,1007.9237628570037,569.305328265955,569.305328265955,567.8401160209389,568.4614880999912,567.8033585116777,584.0135488914084,584.0135488914084,1016.0711519554895,1016.0711519554895,1016.0711519554895,1016.0711519554895,1016.0711519554895,1016.0711519554895,1016.0711519554895,1016.0711519554895,643.6201386133928,678.8258693752532,679.3207639116041,618.8207478752195
