time,0.23708701133728027,0.3134269714355469,0.3782470226287842,0.40247011184692383,0.47679996490478516,0.5092949867248535,0.5396220684051514,0.570451021194458,0.6425230503082275,0.6750011444091797,0.7119491100311279,0.7479519844055176,0.7795889377593994,0.85306715965271,0.8851439952850342,0.9481461048126221,0.9807431697845459,1.0125470161437988,1.0894601345062256,1.1428580284118652,1.179854154586792,1.179854154586792,1.2441520690917969,1.2758440971374512,1.318195104598999,1.3460581302642822,1.3843941688537598,1.4280509948730469,1.481903076171875,1.481903076171875,1.5477499961853027,1.5477499961853027,1.6151690483093262,1.6482679843902588,1.6828820705413818,1.7270150184631348,1.7846779823303223,1.8487329483032227,1.8487329483032227,1.9190349578857422,1.945626974105835,1.9846529960632324,2.051138162612915,2.051138162612915,2.119051933288574,2.1829211711883545,2.2231600284576416,2.2535650730133057,2.322702169418335,2.3516130447387695,2.386368989944458,2.427037000656128,2.4921650886535645,2.5205459594726562,2.5570149421691895,2.6029889583587646,2.654860019683838,2.686872959136963,2.7224299907684326,2.75308895111084,2.7863399982452393,2.926800012588501,2.9967041015625,3.055523157119751,3.096924066543579,3.160768985748291,3.2004120349884033,3.236410140991211,3.2629339694976807,3.2952511310577393,3.3235461711883545,3.389565944671631,3.425457000732422,3.459923028945923,3.4942750930786133,3.528433084487915,3.563258171081543,3.598389148712158,3.668424129486084,3.6978800296783447,3.7341630458831787,3.773789167404175,3.831892967224121,3.868144989013672,3.9323790073394775,3.963334083557129,3.9993460178375244,4.032925128936768,4.067697048187256,4.099656105041504,4.163512945175171,4.198840141296387,4.239783048629761,4.28191614151001,4.335693120956421,4.369395971298218,4.403052091598511,4.434751033782959,4.502087116241455,4.540259122848511,4.569313049316406,4.606493949890137,4.671605110168457,4.711174011230469,4.737055063247681,4.771104097366333,4.836435079574585,4.8674750328063965,4.9041900634765625,4.941740989685059,4.976714134216309,5.011510133743286,5.0712010860443115,5.107534170150757,5.1450419425964355,5.210127115249634,5.2423810958862305,5.310678005218506,5.341594934463501,5.375082969665527,5.407039165496826,5.438441038131714,5.605433940887451,5.682847023010254,5.711013078689575,5.780243158340454,5.81103515625,5.854040145874023,5.886059045791626,5.920093059539795,5.97795295715332,6.021244049072266,6.052353143692017,6.109975099563599,6.147228002548218,6.147228002548218,6.212438106536865,6.2468390464782715,6.28056001663208,6.323394060134888,6.382720947265625,6.419183969497681,6.480319023132324,6.518417119979858,6.550043106079102,6.594618082046509,6.649477958679199,6.686336994171143,6.714179992675781,6.749112129211426,6.783869028091431,6.827900171279907,6.853413105010986,6.913751125335693,6.952000141143799,6.98418116569519,7.021450996398926,7.05403995513916,7.085623025894165,7.131369113922119,7.1883790493011475,7.224535942077637,7.260141134262085,7.320842981338501,7.362987995147705,7.395735025405884,7.421717166900635,7.488569021224976,7.520117998123169,7.554733037948608,7.587748050689697,7.587748050689697,7.630223989486694,7.664679050445557,7.725178003311157,7.763915061950684,7.794327020645142,7.857864141464233,7.895043134689331,7.9287519454956055,7.967658996582031,8.000365018844604,8.1580810546875,8.190621137619019,8.23008108139038,8.26036810874939,8.29491400718689,8.333562135696411,8.360698938369751,8.400568008422852,8.463583946228027,8.502437114715576,8.535601139068604,8.567630052566528,8.633574962615967,8.67745304107666,8.712080955505371,8.774152994155884,8.802597999572754,8.842769145965576,8.873914003372192,8.933603048324585,8.965620040893555,9.002213954925537,9.030739068984985,9.069018125534058,9.100564956665039,9.137415170669556,9.203660011291504,9.247079133987427,9.300413131713867,9.339086055755615,9.37275505065918,9.44100308418274,9.47551703453064,9.507869958877563,9.5660560131073,9.605515956878662,9.634510040283203,9.701998949050903,9.735249042510986,9.778754949569702,9.806400060653687,9.849653959274292,9.91000509262085,9.940577030181885,10.008727073669434,10.045668125152588,10.079233169555664,10.142238140106201,10.176226139068604,10.237818956375122,10.237818956375122,10.278162956237793,10.341866970062256,10.375051975250244,10.411473035812378,10.442492961883545,10.476571083068848,10.549105167388916,10.577476024627686,10.615600109100342,10.647094011306763,10.68299412727356,10.746608018875122,10.786561012268066,10.84509801864624,10.880488157272339,10.913426160812378,10.98028016090393,11.011625051498413,11.079957008361816,11.112374067306519,11.145714044570923,11.179142951965332,11.228681087493896,11.281321048736572,11.321279048919678,11.350947141647339,11.388185024261475,11.420804023742676,11.489125967025757,11.523987054824829,11.55979299545288,11.618680000305176,11.650803089141846,11.686500072479248,11.719756126403809,11.783308029174805,11.818997144699097,11.84959101676941,11.888061046600342,11.923695087432861,11.956393003463745,11.99461317062378,12.057158946990967,12.09799313545227,12.133983135223389,12.187847137451172,12.221539974212646,12.261520147323608,12.322926044464111,12.357335090637207,12.393586158752441,12.43305516242981,12.463098049163818,12.494091033935547,12.555968046188354,12.589735984802246,12.632195949554443,12.691533088684082,12.729485988616943,12.764692068099976,12.797677993774414,12.859281063079834,12.891921997070312,12.928723096847534,12.997002124786377,13.033512115478516,13.061015129089355,13.198992013931274,13.262186050415039,13.294811010360718,13.335637092590332,13.37354302406311,13.432732105255127,13.464595079421997,13.539139032363892,13.568278074264526,13.604448080062866,13.665831089019775,13.702342987060547,13.734918117523193,13.797518014907837,13.833112001419067,13.899697065353394,13.936304092407227,13.96828293800354,14.002553939819336,14.070881128311157,14.237257957458496,14.274501085281372,14.34514594078064,14.376060962677002,14.433915138244629,14.471006155014038,14.50207805633545,14.538370132446289,14.571439027786255,14.602337121963501,14.710009098052979,14.771201133728027,14.845299005508423,14.87443494796753,14.9116370677948,14.984084129333496,15.00920295715332,15.00920295715332
image_u,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,18,32,37,37,37,37,37,37,37,37,37,37,40,56,69,74,75,74,74,74,75,75,75,81,128,129,129,128,128,129,129,129,128,128,128,129,129,129,129,129,128,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,133,196,197,198,198,197,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,207,250,249,250,249,249,250,250,250,250,249,249,249,250,250,250,249,250,249,250,250,250,249,249,250,250,250,249,249,250,250,250,250,249,249,249,250,249,249,249,249,249,249,249,249,249,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,249,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,253,311,309,310,311,310,311,311,310,310,310,311,311,310,310,311,312,313,314,314,330,369,370,370,370,370,370,370,370,369,378,423,425,424,425,426,425,426,426
image_v,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-87,-88,-89,-89,-90,-90,-89,-90,-90,-90,-90,-90,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-99,-100,-99,-99,-99,-99,-99,-99,-99,-100,-99,-99,-99,-100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-100,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-104,-103,-103,-103,-103,-103,-103,-103,-103,-104,-103,-103,-103,-104,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-109,-108,-109,-109,-110,-113,-113,-112,-113,-113,-113,-113,-112,-113,-113,-118,-117,-117,-117,-117,-117,-117,-117
time,0.23708701133728027,0.3134269714355469,0.3782470226287842,0.40247011184692383,0.47679996490478516,0.5092949867248535,0.5396220684051514,0.570451021194458,0.6425230503082275,0.6750011444091797,0.7119491100311279,0.7479519844055176,0.7795889377593994,0.85306715965271,0.8851439952850342,0.9481461048126221,0.9807431697845459,1.0125470161437988,1.0894601345062256,1.1428580284118652,1.179854154586792,1.179854154586792,1.2441520690917969,1.2758440971374512,1.318195104598999,1.3460581302642822,1.3843941688537598,1.4280509948730469,1.481903076171875,1.481903076171875,1.5477499961853027,1.5477499961853027,1.6151690483093262,1.6482679843902588,1.6828820705413818,1.7270150184631348,1.7846779823303223,1.8487329483032227,1.8487329483032227,1.9190349578857422,1.945626974105835,1.9846529960632324,2.051138162612915,2.051138162612915,2.119051933288574,2.1829211711883545,2.2231600284576416,2.2535650730133057,2.322702169418335,2.3516130447387695,2.386368989944458,2.427037000656128,2.4921650886535645,2.5205459594726562,2.5570149421691895,2.6029889583587646,2.654860019683838,2.686872959136963,2.7224299907684326,2.75308895111084,2.7863399982452393,2.926800012588501,2.9967041015625,3.055523157119751,3.096924066543579,3.160768985748291,3.2004120349884033,3.236410140991211,3.2629339694976807,3.2952511310577393,3.3235461711883545,3.389565944671631,3.425457000732422,3.459923028945923,3.4942750930786133,3.528433084487915,3.563258171081543,3.598389148712158,3.668424129486084,3.6978800296783447,3.7341630458831787,3.773789167404175,3.831892967224121,3.868144989013672,3.9323790073394775,3.963334083557129,3.9993460178375244,4.032925128936768,4.067697048187256,4.099656105041504,4.163512945175171,4.198840141296387,4.239783048629761,4.28191614151001,4.335693120956421,4.369395971298218,4.403052091598511,4.434751033782959,4.502087116241455,4.540259122848511,4.569313049316406,4.606493949890137,4.671605110168457,4.711174011230469,4.737055063247681,4.771104097366333,4.836435079574585,4.8674750328063965,4.9041900634765625,4.941740989685059,4.976714134216309,5.011510133743286,5.0712010860443115,5.107534170150757,5.1450419425964355,5.210127115249634,5.2423810958862305,5.310678005218506,5.341594934463501,5.375082969665527,5.407039165496826,5.438441038131714,5.605433940887451,5.682847023010254,5.711013078689575,5.780243158340454,5.81103515625,5.854040145874023,5.886059045791626,5.920093059539795,5.97795295715332,6.021244049072266,6.052353143692017,6.109975099563599,6.147228002548218,6.147228002548218,6.212438106536865,6.2468390464782715,6.28056001663208,6.323394060134888,6.382720947265625,6.419183969497681,6.480319023132324,6.518417119979858,6.550043106079102,6.594618082046509,6.649477958679199,6.686336994171143,6.714179992675781,6.749112129211426,6.783869028091431,6.827900171279907,6.853413105010986,6.913751125335693,6.952000141143799,6.98418116569519,7.021450996398926,7.05403995513916,7.085623025894165,7.131369113922119,7.1883790493011475,7.224535942077637,7.260141134262085,7.320842981338501,7.362987995147705,7.395735025405884,7.421717166900635,7.488569021224976,7.520117998123169,7.554733037948608,7.587748050689697,7.587748050689697,7.630223989486694,7.664679050445557,7.725178003311157,7.763915061950684,7.794327020645142,7.857864141464233,7.895043134689331,7.9287519454956055,7.967658996582031,8.000365018844604,8.1580810546875,8.190621137619019,8.23008108139038,8.26036810874939,8.29491400718689,8.333562135696411,8.360698938369751,8.400568008422852,8.463583946228027,8.502437114715576,8.535601139068604,8.567630052566528,8.633574962615967,8.67745304107666,8.712080955505371,8.774152994155884,8.802597999572754,8.842769145965576,8.873914003372192,8.933603048324585,8.965620040893555,9.002213954925537,9.030739068984985,9.069018125534058,9.100564956665039,9.137415170669556,9.203660011291504,9.247079133987427,9.300413131713867,9.339086055755615,9.37275505065918,9.44100308418274,9.47551703453064,9.507869958877563,9.5660560131073,9.605515956878662,9.634510040283203,9.701998949050903,9.735249042510986,9.778754949569702,9.806400060653687,9.849653959274292,9.91000509262085,9.940577030181885,10.008727073669434,10.045668125152588,10.079233169555664,10.142238140106201,10.176226139068604,10.237818956375122,10.237818956375122,10.278162956237793,10.341866970062256,10.375051975250244,10.411473035812378,10.442492961883545,10.476571083068848,10.549105167388916,10.577476024627686,10.615600109100342,10.647094011306763,10.68299412727356,10.746608018875122,10.786561012268066,10.84509801864624,10.880488157272339,10.913426160812378,10.98028016090393,11.011625051498413,11.079957008361816,11.112374067306519,11.145714044570923,11.179142951965332,11.228681087493896,11.281321048736572,11.321279048919678,11.350947141647339,11.388185024261475,11.420804023742676,11.489125967025757,11.523987054824829,11.55979299545288,11.618680000305176,11.650803089141846,11.686500072479248,11.719756126403809,11.783308029174805,11.818997144699097,11.84959101676941,11.888061046600342,11.923695087432861,11.956393003463745,11.99461317062378,12.057158946990967,12.09799313545227,12.133983135223389,12.187847137451172,12.221539974212646,12.261520147323608,12.322926044464111,12.357335090637207,12.393586158752441,12.43305516242981,12.463098049163818,12.494091033935547,12.555968046188354,12.589735984802246,12.632195949554443,12.691533088684082,12.729485988616943,12.764692068099976,12.797677993774414,12.859281063079834,12.891921997070312,12.928723096847534,12.997002124786377,13.033512115478516,13.061015129089355,13.198992013931274,13.262186050415039,13.294811010360718,13.335637092590332,13.37354302406311,13.432732105255127,13.464595079421997,13.539139032363892,13.568278074264526,13.604448080062866,13.665831089019775,13.702342987060547,13.734918117523193,13.797518014907837,13.833112001419067,13.899697065353394,13.936304092407227,13.96828293800354,14.002553939819336,14.070881128311157,14.237257957458496,14.274501085281372,14.34514594078064,14.376060962677002,14.433915138244629,14.471006155014038,14.50207805633545,14.538370132446289,14.571439027786255,14.602337121963501,14.710009098052979,14.771201133728027,14.845299005508423,14.87443494796753,14.9116370677948,14.984084129333496,15.00920295715332,15.00920295715332
predict_u,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,28,46,42,37,37,37,37,37,37,37,37,37,43,72,82,79,76,73,74,74,76,75,75,87,122,130,129,127,128,130,129,129,127,128,128,130,129,129,129,129,127,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,137,193,198,199,198,196,199,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,216,247,248,251,248,249,251,250,250,250,248,249,249,251,250,250,248,251,248,251,250,250,248,249,251,250,250,248,249,251,250,250,250,248,249,249,251,248,249,249,249,249,249,249,249,249,251,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,248,251,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,256,310,307,311,312,309,312,311,309,310,310,312,311,309,310,312,313,314,315,314,346,369,371,370,370,370,370,370,370,368,387,411,427,423,426,427,424,427,426
predict_v,-84,-85,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-86,-87,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86,-88,-89,-90,-89,-91,-90,-88,-91,-90,-90,-90,-90,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,-99,-101,-98,-99,-99,-99,-99,-99,-99,-101,-98,-99,-99,-101,-98,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-101,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-103,-105,-102,-103,-103,-103,-103,-103,-103,-103,-105,-102,-103,-103,-105,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-108,-110,-107,-110,-109,-111,-113,-113,-111,-114,-113,-113,-113,-111,-114,-113,-119,-116,-117,-117,-117,-117,-117,-117
time,0.23708701133728027,0.3134269714355469,0.3782470226287842,0.40247011184692383,0.47679996490478516,0.5092949867248535,0.5396220684051514,0.570451021194458,0.6425230503082275,0.6750011444091797,0.7119491100311279,0.7479519844055176,0.7795889377593994,0.85306715965271,0.8851439952850342,0.9481461048126221,0.9807431697845459,1.0125470161437988,1.0894601345062256,1.1428580284118652,1.179854154586792,1.179854154586792,1.2441520690917969,1.2758440971374512,1.318195104598999,1.3460581302642822,1.3843941688537598,1.4280509948730469,1.481903076171875,1.481903076171875,1.5477499961853027,1.5477499961853027,1.6151690483093262,1.6482679843902588,1.6828820705413818,1.7270150184631348,1.7846779823303223,1.8487329483032227,1.8487329483032227,1.9190349578857422,1.945626974105835,1.9846529960632324,2.051138162612915,2.051138162612915,2.119051933288574,2.1829211711883545,2.2231600284576416,2.2535650730133057,2.322702169418335,2.3516130447387695,2.386368989944458,2.427037000656128,2.4921650886535645,2.5205459594726562,2.5570149421691895,2.6029889583587646,2.654860019683838,2.686872959136963,2.7224299907684326,2.75308895111084,2.7863399982452393,2.926800012588501,2.9967041015625,3.055523157119751,3.096924066543579,3.160768985748291,3.2004120349884033,3.236410140991211,3.2629339694976807,3.2952511310577393,3.3235461711883545,3.389565944671631,3.425457000732422,3.459923028945923,3.4942750930786133,3.528433084487915,3.563258171081543,3.598389148712158,3.668424129486084,3.6978800296783447,3.7341630458831787,3.773789167404175,3.831892967224121,3.868144989013672,3.9323790073394775,3.963334083557129,3.9993460178375244,4.032925128936768,4.067697048187256,4.099656105041504,4.163512945175171,4.198840141296387,4.239783048629761,4.28191614151001,4.335693120956421,4.369395971298218,4.403052091598511,4.434751033782959,4.502087116241455,4.540259122848511,4.569313049316406,4.606493949890137,4.671605110168457,4.711174011230469,4.737055063247681,4.771104097366333,4.836435079574585,4.8674750328063965,4.9041900634765625,4.941740989685059,4.976714134216309,5.011510133743286,5.0712010860443115,5.107534170150757,5.1450419425964355,5.210127115249634,5.2423810958862305,5.310678005218506,5.341594934463501,5.375082969665527,5.407039165496826,5.438441038131714,5.605433940887451,5.682847023010254,5.711013078689575,5.780243158340454,5.81103515625,5.854040145874023,5.886059045791626,5.920093059539795,5.97795295715332,6.021244049072266,6.052353143692017,6.109975099563599,6.147228002548218,6.147228002548218,6.212438106536865,6.2468390464782715,6.28056001663208,6.323394060134888,6.382720947265625,6.419183969497681,6.480319023132324,6.518417119979858,6.550043106079102,6.594618082046509,6.649477958679199,6.686336994171143,6.714179992675781,6.749112129211426,6.783869028091431,6.827900171279907,6.853413105010986,6.913751125335693,6.952000141143799,6.98418116569519,7.021450996398926,7.05403995513916,7.085623025894165,7.131369113922119,7.1883790493011475,7.224535942077637,7.260141134262085,7.320842981338501,7.362987995147705,7.395735025405884,7.421717166900635,7.488569021224976,7.520117998123169,7.554733037948608,7.587748050689697,7.587748050689697,7.630223989486694,7.664679050445557,7.725178003311157,7.763915061950684,7.794327020645142,7.857864141464233,7.895043134689331,7.9287519454956055,7.967658996582031,8.000365018844604,8.1580810546875,8.190621137619019,8.23008108139038,8.26036810874939,8.29491400718689,8.333562135696411,8.360698938369751,8.400568008422852,8.463583946228027,8.502437114715576,8.535601139068604,8.567630052566528,8.633574962615967,8.67745304107666,8.712080955505371,8.774152994155884,8.802597999572754,8.842769145965576,8.873914003372192,8.933603048324585,8.965620040893555,9.002213954925537,9.030739068984985,9.069018125534058,9.100564956665039,9.137415170669556,9.203660011291504,9.247079133987427,9.300413131713867,9.339086055755615,9.37275505065918,9.44100308418274,9.47551703453064,9.507869958877563,9.5660560131073,9.605515956878662,9.634510040283203,9.701998949050903,9.735249042510986,9.778754949569702,9.806400060653687,9.849653959274292,9.91000509262085,9.940577030181885,10.008727073669434,10.045668125152588,10.079233169555664,10.142238140106201,10.176226139068604,10.237818956375122,10.237818956375122,10.278162956237793,10.341866970062256,10.375051975250244,10.411473035812378,10.442492961883545,10.476571083068848,10.549105167388916,10.577476024627686,10.615600109100342,10.647094011306763,10.68299412727356,10.746608018875122,10.786561012268066,10.84509801864624,10.880488157272339,10.913426160812378,10.98028016090393,11.011625051498413,11.079957008361816,11.112374067306519,11.145714044570923,11.179142951965332,11.228681087493896,11.281321048736572,11.321279048919678,11.350947141647339,11.388185024261475,11.420804023742676,11.489125967025757,11.523987054824829,11.55979299545288,11.618680000305176,11.650803089141846,11.686500072479248,11.719756126403809,11.783308029174805,11.818997144699097,11.84959101676941,11.888061046600342,11.923695087432861,11.956393003463745,11.99461317062378,12.057158946990967,12.09799313545227,12.133983135223389,12.187847137451172,12.221539974212646,12.261520147323608,12.322926044464111,12.357335090637207,12.393586158752441,12.43305516242981,12.463098049163818,12.494091033935547,12.555968046188354,12.589735984802246,12.632195949554443,12.691533088684082,12.729485988616943,12.764692068099976,12.797677993774414,12.859281063079834,12.891921997070312,12.928723096847534,12.997002124786377,13.033512115478516,13.061015129089355,13.198992013931274,13.262186050415039,13.294811010360718,13.335637092590332,13.37354302406311,13.432732105255127,13.464595079421997,13.539139032363892,13.568278074264526,13.604448080062866,13.665831089019775,13.702342987060547,13.734918117523193,13.797518014907837,13.833112001419067,13.899697065353394,13.936304092407227,13.96828293800354,14.002553939819336,14.070881128311157,14.237257957458496,14.274501085281372,14.34514594078064,14.376060962677002,14.433915138244629,14.471006155014038,14.50207805633545,14.538370132446289,14.571439027786255,14.602337121963501,14.710009098052979,14.771201133728027,14.845299005508423,14.87443494796753,14.9116370677948,14.984084129333496,15.00920295715332,15.00920295715332
delta_u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-14,-5,0,0,0,0,0,0,0,0,0,-3,-16,-13,-5,-1,1,0,0,-1,0,0,-6,6,-1,0,1,0,-1,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,1,-1,1,0,-1,0,0,0,1,0,0,-1,0,0,1,-1,1,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,2,-1,-1,1,-1,0,1,0,0,-1,0,1,0,-1,-1,-1,-1,0,-16,0,-1,0,0,0,0,0,0,1,-9,12,-2,1,-1,-1,1,-1,0
delta_v,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,-1,1,0,0,0,-1,1,0,1,-1,0,0,0,0,0,0
time
