time,1.4100079536437988,1.4700570106506348,1.5025379657745361,1.5503690242767334,1.590135097503662,1.669957160949707,1.7201590538024902,1.7699310779571533,1.799936056137085,1.8523800373077393,1.8799591064453125,1.9200119972229004,1.9625029563903809,2.0000791549682617,2.0300920009613037,2.069949150085449,2.110023021697998,2.140669107437134,2.1961851119995117,2.2099621295928955,2.2400310039520264,2.2799861431121826,2.31990909576416,2.3500630855560303,2.3799681663513184,2.4100921154022217,2.4499549865722656,2.480123996734619,2.510025978088379,2.5501420497894287,2.5950560569763184,2.6200790405273438,2.649930000305176,2.6906330585479736,2.7198851108551025,2.7499029636383057,2.779956102371216,2.809899091720581,2.8502509593963623,2.879986047744751,2.9098880290985107,2.939990997314453,2.9799680709838867,3.019979953765869,3.049942970275879,3.079930067062378,3.109927177429199,3.14992618560791,3.180039167404175,3.209930181503296,3.2500741481781006,3.279898166656494,3.3204891681671143,3.349943161010742,3.3800160884857178,3.4200031757354736,3.4500880241394043,3.489896059036255,3.5100510120391846,3.550642967224121,3.579921007156372,3.6137261390686035,3.6502599716186523,3.6805479526519775,3.720412015914917,3.7499301433563232,3.7806379795074463,3.809962034225464,3.8401830196380615,3.889909029006958,3.9198930263519287,3.9499621391296387,3.97987699508667,4.01167106628418,4.049891948699951,4.080116033554077,4.119994163513184,4.149978160858154,4.180037975311279,4.220339059829712,4.250218152999878,4.280267000198364,4.3201611042022705,4.349919080734253,4.386880159378052,4.419934034347534,4.45042610168457,4.490538120269775,4.51996111869812,4.551737070083618,4.590248107910156,4.629878044128418,4.660022974014282,4.689957141876221,4.730048179626465,4.75999903678894,4.79027795791626,4.830209970474243,4.860987186431885,4.901240110397339,4.930031061172485,4.970038175582886,4.999941110610962,5.0398900508880615,5.07005500793457,5.099926948547363,5.1399500370025635,5.169877052307129,5.199918031692505,5.230520963668823,5.259922981262207,5.300004959106445,5.3200249671936035,5.353798151016235,5.389970064163208,5.420093059539795,5.459947109222412,5.489959001541138,5.519973039627075,5.559904098510742,5.589900970458984,5.619992017745972,5.670180082321167,5.710257053375244,5.750625133514404,5.799961090087891,5.8298561573028564,5.880603075027466,5.921442985534668,5.960721969604492,5.993054151535034,6.019924163818359,6.069967031478882,6.0999369621276855,6.129925966262817,6.1599440574646,6.199952125549316,6.230024099349976,6.261819124221802,6.290205001831055,6.339951038360596,6.369935035705566,6.410181999206543,6.429882049560547,6.460242033004761,6.500036954879761,6.530125141143799,6.560202121734619,6.589950084686279,6.640658140182495,6.6699230670928955,6.700011968612671,6.729931116104126,6.7700700759887695,6.799952983856201,6.820852041244507,6.8619630336761475,6.8910510540008545,6.920183181762695,6.960287094116211,6.99012303352356,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597,7.010037183761597
image_u,211,211,211,211,211,209,208,207,206,206,206,206,206,206,207,207,207,207,207,207,207,207,207,207,207,207,207,207,208,207,207,208,207,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,207,207,207,207,207,207,207,207,207,207,207,207,207,208,208,208,207,207,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209
image_v,-98,-98,-98,-97,-71,-31,-11,19,24,26,28,27,22,13,9,4,1,-2,-2,-3,-3,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-8,-8,-9,-10,-11,-12,-13,-13,-14,-15,-16,-16,-17,-16,-16,-16,-16,-16,-15,-14,-12,-12,-10,-9,-8,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3
