time,1.4096782207489014,1.4628281593322754,1.5097970962524414,1.5507800579071045,1.579686164855957,1.61008620262146,1.6396520137786865,1.6597092151641846,1.7196910381317139,1.7598531246185303,1.789717197418213,1.8196802139282227,1.8598260879516602,1.9026892185211182,1.9396390914916992,1.9697082042694092,2.0197482109069824,2.0497171878814697,2.0997002124786377,2.119673013687134,2.1496810913085938,2.189648151397705,2.2400031089782715,2.270189046859741,2.299988031387329,2.3196651935577393,2.34991717338562,2.3896701335906982,2.4197630882263184,2.4498941898345947,2.4898459911346436,2.519818067550659,2.5501420497894287,2.5801751613616943,2.619716167449951,2.6597042083740234,2.689754009246826,2.7198901176452637,2.7513630390167236,2.7896981239318848,2.8196752071380615,2.8496410846710205,2.8799021244049072,2.909757137298584,2.9498181343078613,2.989727020263672,3.0207431316375732,3.041063070297241,3.089940071105957,3.119746208190918,3.149641990661621,3.1807310581207275,3.2099311351776123,3.2423501014709473,3.2896862030029297,3.3196520805358887,3.3501172065734863,3.3902430534362793,3.420344114303589,3.449625015258789,3.489715099334717,3.530022144317627,3.559826135635376,3.589804172515869,3.6299071311950684,3.660867214202881,3.6897940635681152,3.7208101749420166,3.7597410678863525,3.7896881103515625,3.819629192352295,3.859711170196533,3.889859199523926,3.919905185699463,3.9596941471099854,3.9898440837860107,4.0296971797943115,4.059847116470337,4.089879989624023,4.120055198669434,4.160057067871094,4.199652194976807,4.230195045471191,4.259832143783569,4.299755096435547,4.3296802043914795,4.369667053222656,4.400264024734497,4.440731048583984,4.459632158279419,4.489902019500732,4.529720067977905,4.559650182723999,4.591469049453735,4.629893064498901,4.649785041809082,4.6997621059417725,4.739964008331299,4.770426034927368,4.799643039703369,4.82985520362854,4.869595050811768,4.909682989120483,4.929697036743164,4.959649085998535,4.989809036254883,5.0296430587768555,5.059643030166626,5.090114116668701,5.131470203399658,5.169723033905029,5.199759006500244,5.229751110076904,5.259782075881958,5.299696207046509,5.349678039550781,5.379683017730713,5.409868001937866,5.439640998840332,5.4796881675720215,5.510354995727539,5.542405128479004,5.579738140106201,5.609778165817261,5.649839162826538,5.699707984924316,5.739722013473511,5.779646158218384,5.81971001625061,5.861781120300293,5.879788160324097,5.919656038284302,5.969648122787476,6.004955053329468,6.0496931076049805,6.092911005020142,6.129669189453125,6.169756174087524,6.20990514755249,6.239866018295288,6.279630184173584,6.319681167602539,6.35245418548584,6.379809141159058,6.419715166091919,6.450007200241089,6.4897141456604,6.519672155380249,6.5597381591796875,6.600244998931885,6.619911193847656,6.659732103347778,6.709780216217041,6.730145215988159,6.7597551345825195,6.803518056869507,6.829786062240601,6.879711151123047,6.919912099838257,6.969742059707642,6.989620208740234,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086,7.001028060913086
image_u,212,212,212,212,212,211,210,210,209,208,207,207,206,206,206,206,206,206,206,206,206,206,206,207,207,207,207,207,207,207,207,207,207,207,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,209,209,209,209,209,209,209,209,209,209,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,208,208,208,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
image_v,-98,-98,-98,-96,-85,-69,-50,-31,-9,10,26,38,46,50,51,49,48,44,41,38,35,32,29,26,24,21,19,17,14,12,10,9,8,6,5,4,2,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-5,-6,-6,-7,-7,-8,-8,-8,-9,-9,-10,-10,-11,-11,-12,-12,-13,-13,-14,-14,-15,-15,-15,-15,-14,-12,-11,-10,-9,-8,-7,-6,-6,-5,-4,-3,-2,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
