time,1.4423081874847412,1.4801411628723145,1.5205540657043457,1.571803092956543,1.603133201599121,1.650331974029541,1.6812100410461426,1.72007417678833,1.7519371509552002,1.7900660037994385,1.8206970691680908,1.8509631156921387,1.8904871940612793,1.9207611083984375,1.9600930213928223,2.000063180923462,2.0299952030181885,2.0700631141662598,2.1000750064849854,2.1399991512298584,2.170138120651245,2.2107040882110596,2.24007511138916,2.2800421714782715,2.320423126220703,2.3501269817352295,2.3902790546417236,2.430016040802002,2.4599881172180176,2.4922101497650146,2.5301671028137207,2.5615670680999756,2.593170166015625,2.629971981048584,2.6701459884643555,2.7108631134033203,2.740063190460205,2.7801170349121094,2.810296058654785,2.8400940895080566,2.8701581954956055,2.910116195678711,2.940080165863037,2.970134973526001,2.999993085861206,3.030001163482666,3.070042133331299,3.1010921001434326,3.140120029449463,3.1701200008392334,3.2004361152648926,3.24267315864563,3.280014991760254,3.3102540969848633,3.3400020599365234,3.3800711631774902,3.4100310802459717,3.44022798538208,3.480091094970703,3.510028123855591,3.550467014312744,3.580080986022949,3.6104001998901367,3.6400279998779297,3.6799960136413574,3.7103111743927,3.750059127807617,3.780013084411621,3.8102660179138184,3.8600170612335205,3.8901541233062744,3.9325621128082275,3.970386028289795,4.010089159011841,4.050089120864868,4.10030198097229,4.120103120803833,4.181354999542236,4.220034122467041,4.261883974075317,4.2900550365448,4.320150136947632,4.36053204536438,4.390141010284424,4.420132160186768,4.459928035736084,4.5010950565338135,4.540130138397217,4.570097208023071,4.601059198379517,4.630666017532349,4.680055141448975,4.700338125228882,4.730104207992554,4.770068168640137,4.800137042999268,4.830075979232788,4.875324010848999,4.89996600151062,4.940001010894775,4.970929145812988,5.010035991668701,5.049972057342529,5.080113172531128,5.120023012161255,5.151879072189331,5.190018177032471,5.230291128158569,5.260003089904785,5.300091028213501,5.330476999282837,5.371248006820679,5.410942077636719,5.461187124252319,5.5004870891571045,5.530119180679321,5.560551166534424,5.589991092681885,5.630270004272461,5.65013313293457,5.690186977386475,5.72996711730957,5.7600390911102295,5.790265083312988,5.829984188079834,5.860145092010498,5.899999141693115,5.940099000930786,5.970098972320557,6.012377023696899,6.050209999084473,6.09004807472229,6.121250152587891,6.151346206665039,6.190059185028076,6.22016716003418,6.2599639892578125,6.290013074874878,6.32039999961853,6.352689981460571,6.390417098999023,6.420740127563477,6.460000038146973,6.5000011920928955,6.530083179473877,6.560047149658203,6.600016117095947,6.630220174789429,6.659996032714844,6.699904203414917,6.740099191665649,6.770280122756958,6.8002660274505615,6.840021133422852,6.884665012359619,6.921398162841797,6.9401960372924805,6.980370044708252,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584,7.000089168548584
image_u,214,214,214,214,214,214,213,212,211,210,209,208,207,207,207,207,207,208,208,208,209,209,209,209,209,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,211,211,210,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,210,211,210,210,210,210,210,210,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
image_v,-99,-99,-99,-99,-91,-75,-55,-34,-11,13,54,67,76,80,79,73,65,55,45,35,26,18,11,6,1,-2,-4,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-5,-5,-5,-6,-6,-6,-7,-7,-8,-8,-8,-9,-9,-10,-10,-10,-11,-11,-12,-12,-13,-12,-11,-10,-8,-7,-6,-4,-3,-2,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
