time,1.3987438678741455,1.4587750434875488,1.5104880332946777,1.5487608909606934,1.608902931213379,1.6392168998718262,1.7487728595733643,1.7987990379333496,1.8588969707489014,1.8889179229736328,1.9195308685302734,1.9496629238128662,1.988804817199707,2.0288808345794678,2.069066047668457,2.109177827835083,2.148859977722168,2.1886818408966064,2.229066848754883,2.2687439918518066,2.298750877380371,2.3286519050598145,2.368835926055908,2.418731927871704,2.4593148231506348,2.488692045211792,2.5221199989318848,2.568773031234741,2.598984956741333,2.6289138793945312,2.6690309047698975,2.6987838745117188,2.7287769317626953,2.768772840499878,2.7995660305023193,2.8386688232421875,2.8688528537750244,2.9087629318237305,2.9389150142669678,2.968735933303833,3.0090689659118652,3.0388100147247314,3.068769931793213,3.098820924758911,3.128779888153076,3.1687188148498535,3.2088420391082764,3.23876690864563,3.2588229179382324,3.298866033554077,3.338857889175415,3.3687520027160645,3.398711919784546,3.438800811767578,3.478829860687256,3.509100914001465,3.5298428535461426,3.568992853164673,3.599323034286499,3.628783941268921,3.6595959663391113,3.6988229751586914,3.73897385597229,3.762022018432617,3.799309015274048,3.828735828399658,3.8693058490753174,3.8986868858337402,3.9396820068359375,3.9687769412994385,3.999217987060547,4.02890682220459,4.058835029602051,4.098814964294434,4.138828992843628,4.168795824050903,4.188817024230957,4.230357885360718,4.258764982223511,4.288738965988159,4.332170009613037,4.358839988708496,4.3889000415802,4.429819822311401,4.4588470458984375,4.498994827270508,4.538728952407837,4.578855037689209,4.608728885650635,4.638736963272095,4.678968906402588,4.708801984786987,4.738720893859863,4.778808832168579,4.809321880340576,4.838801860809326,4.878976821899414,4.908793926239014,4.938935995101929,4.969990968704224,4.9988038539886475,5.038934946060181,5.069142818450928,5.099532842636108,5.139784812927246,5.171903848648071,5.208772897720337,5.23881983757019,5.269775867462158,5.302922010421753,5.338721036911011,5.37018084526062,5.401289939880371,5.438835859298706,5.4711220264434814,5.50878381729126,5.540473937988281,5.568773031234741,5.600311994552612,5.639030933380127,5.668751001358032,5.698930025100708,5.7389349937438965,5.778812885284424,5.8088648319244385,5.838871002197266,5.878962993621826,5.910027980804443,5.94217586517334,5.978678941726685,6.018824815750122,6.059342861175537,6.088773012161255,6.129155874252319,6.158699989318848,6.188954830169678,6.218869924545288,6.248857021331787,6.2988200187683105,6.329039812088013,6.358726978302002,6.388921022415161,6.428680896759033,6.458798885345459,6.488809823989868,6.5188000202178955,6.558895826339722,6.588830947875977,6.6187968254089355,6.659705877304077,6.689909934997559,6.718775987625122,6.7491350173950195,6.780751943588257,6.821898937225342,6.849032878875732,6.888900995254517,6.9288649559021,6.958858013153076,6.988788843154907,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646,7.00876784324646
image_u,44,44,44,44,44,44,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
image_v,-74,-74,-74,-73,-67,-38,15,24,25,24,21,18,14,11,8,7,6,6,6,6,6,6,7,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,1,1,1,0,0,-1,-1,-1,-2,-2,-2,-3,-3,-3,-4,-4,-5,-5,-5,-6,-6,-7,-7,-7,-8,-8,-9,-9,-9,-10,-10,-11,-11,-12,-12,-13,-13,-13,-14,-14,-14,-15,-15,-16,-16,-16,-17,-17,-16,-16,-15,-14,-13,-12,-11,-10,-9,-9,-8,-9,-9,-9,-9,-9,-9,-9,-8,-7,-6,-4,-4,-3,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-3,-3,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,13,14,15,16,17,18,17,16,16,16,16,16,16,16,16,16,16,16,16
