time,1.4001400470733643,1.4601259231567383,1.501262903213501,1.5401298999786377,1.6702568531036377,1.730069875717163,1.7803409099578857,1.8101329803466797,1.930095911026001,1.9805450439453125,2.011474847793579,2.051637887954712,2.0819239616394043,2.121264934539795,2.150193929672241,2.184730052947998,2.2201449871063232,2.2501769065856934,2.2812349796295166,2.3203089237213135,2.3703460693359375,2.390064001083374,2.43013596534729,2.470193862915039,2.4900660514831543,2.5300779342651367,2.581305980682373,2.6215598583221436,2.660111904144287,2.691788911819458,2.720197916030884,2.7701778411865234,2.8101348876953125,2.850187063217163,2.891535997390747,2.930203914642334,2.960310935974121,3.0002639293670654,3.030561923980713,3.0601580142974854,3.0928828716278076,3.1304469108581543,3.1614999771118164,3.200087070465088,3.240123987197876,3.2701058387756348,3.3100578784942627,3.34206485748291,3.37009596824646,3.400106906890869,3.4302079677581787,3.4700310230255127,3.5015509128570557,3.53015398979187,3.5600950717926025,3.6001088619232178,3.630255937576294,3.660295009613037,3.7100648880004883,3.740095853805542,3.7700650691986084,3.8013968467712402,3.8404619693756104,3.880112886428833,3.9100539684295654,3.9519078731536865,3.9800939559936523,4.01018500328064,4.052335977554321,4.080121040344238,4.120507001876831,4.150321960449219,4.1735169887542725,4.210115909576416,4.2501280307769775,4.280508995056152,4.3101630210876465,4.350194931030273,4.3824849128723145,4.420341968536377,4.450166940689087,4.490180969238281,4.5201990604400635,4.550161838531494,4.582047939300537,4.620099067687988,4.660785913467407,4.680672883987427,4.710126876831055,4.7500269412994385,4.800137042999268,4.821857929229736,4.860276937484741,4.900970935821533,4.94009804725647,4.9808349609375,5.010226011276245,5.050137996673584,5.091996908187866,5.120094060897827,5.150083065032959,5.190223932266235,5.240049839019775,5.270266056060791,5.2900710105896,5.340059995651245,5.370110034942627,5.410109043121338,5.430790901184082,5.48019003868103,5.510279893875122,5.5500569343566895,5.580409049987793,5.6101460456848145,5.641824960708618,5.680063962936401,5.710695028305054,5.74183988571167,5.782567977905273,5.811934947967529,5.85022497177124,5.880285024642944,5.930306911468506,5.9601428508758545,5.990133047103882,6.030088901519775,6.060535907745361,6.090080976486206,6.120321989059448,6.160093069076538,6.200885057449341,6.230082035064697,6.260133981704712,6.300161838531494,6.3402509689331055,6.370147943496704,6.42013692855835,6.440050840377808,6.491452932357788,6.520200967788696,6.56030797958374,6.591572046279907,6.622756004333496,6.661798000335693,6.700161933898926,6.73019003868103,6.760124921798706,6.800085067749023,6.840842008590698,6.870068073272705,6.900049924850464,6.941560983657837,6.970118999481201,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527,7.000082969665527
image_u,215,215,215,215,211,210,209,208,210,211,212,212,212,212,212,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,213,212,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,212,213,213,212,212,212,212,212,213,212,212,212,212,212,212,213,212,213,213,213,212,212,213,213,213,213,213,213,213,213,213,213,213,213
image_v,-98,-98,-98,-95,32,51,71,70,1,-20,-28,-28,-25,-16,-3,4,7,8,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,0,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-5,-5,-5,-5,-6,-6,-6,-7,-7,-7,-8,-8,-9,-9,-9,-10,-10,-10,-11,-11,-12,-12,-12,-13,-13,-13,-14,-14,-14,-13,-12,-11,-10,-9,-8,-8,-7,-6,-5,-4,-3,-3,-3,-3,-4,-3,-2,-1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
